date,temp,precip,precip_7d,rh,wind,weather_risk
2018-08-08 23:59:00,89.0,0.0,0.29,,7.5,0.5013
2018-08-09 23:59:00,91.0,0.0,0.0,,7.3,0.5049
2018-08-10 23:59:00,91.0,0.0,0.0,,8.2,0.5054
2018-08-11 23:59:00,87.0,0.12,0.12,,7.8,0.4426
2018-08-12 23:59:00,83.0,0.0,0.12,,7.5,0.3654
2018-08-13 23:59:00,88.0,0.0,0.12,,6.1,0.4608
2018-08-14 23:59:00,90.0,0.0,0.12,,8.2,0.5006
2018-08-15 23:59:00,87.0,0.0,0.12,,10.3,0.4441
2018-08-16 23:59:00,83.0,0.0,0.12,,4.7,0.3637
2018-08-17 23:59:00,88.0,0.0,0.12,,6.4,0.461
2018-08-18 23:59:00,91.0,0.0,0.0,,8.7,0.5057
2018-08-20 23:59:00,90.0,0.0,0.0,,9.7,0.4871
2018-08-21 23:59:00,88.0,0.11,0.11,,14.7,0.4648
2018-08-22 23:59:00,76.0,0.7,0.8099999999999999,,12.1,0.279
2018-08-23 23:59:00,82.0,0.0,0.8099999999999999,,7.3,0.3916
2018-08-24 23:59:00,84.0,0.0,0.8099999999999999,,4.6,0.4285
2018-08-25 23:59:00,85.0,0.0,0.8099999999999999,,6.5,0.4489
2018-08-26 23:59:00,86.0,0.0,0.8099999999999999,,9.4,0.4699
2018-08-27 23:59:00,86.0,0.0,0.8099999999999999,,7.4,0.4687
2018-08-28 23:59:00,80.0,0.0,0.7,,6.5,0.3526
2018-08-31 23:59:00,85.0,0.0,0.0,,0.0,0.385
2018-09-01 23:59:00,80.0,0.0,0.0,,4.9,0.2917
2018-09-03 23:59:00,83.0,0.14,0.14,,8.1,0.3682
2018-09-09 23:59:00,84.0,0.0,0.14,,5.0,0.3855
2018-09-10 23:59:00,,0.0,0.14,,4.7,
2018-09-11 23:59:00,84.0,0.0,0.14,,6.1,0.3862
2018-09-12 23:59:00,84.0,0.0,0.14,,12.7,0.3902
2018-09-13 23:59:00,82.0,0.0,0.14,,8.8,0.3493
2018-09-14 23:59:00,80.0,0.0,0.14,,4.4,0.3082
2018-09-15 23:59:00,,0.0,0.0,,0.0,
2018-09-16 23:59:00,85.0,0.0,0.0,,6.9,0.3891
2018-09-17 23:59:00,85.0,0.0,0.0,,8.2,0.3899
2018-09-18 23:59:00,83.0,0.0,0.0,,6.9,0.3506
2018-09-19 23:59:00,79.0,0.0,0.0,,6.8,0.2736
2018-09-20 23:59:00,76.0,0.0,0.0,,4.1,0.2142
2018-09-21 23:59:00,77.0,0.0,0.0,,4.7,0.2338
2018-09-22 23:59:00,78.0,0.0,0.0,,4.0,0.2527
2018-09-23 23:59:00,81.0,0.0,0.0,,5.8,0.3115
2018-09-24 23:59:00,80.0,0.0,0.0,,6.4,0.2926
2018-09-25 23:59:00,79.0,0.0,0.0,,6.0,0.2731
2018-09-26 23:59:00,76.0,0.0,0.0,,4.1,0.2142
2018-09-27 23:59:00,76.0,0.0,0.0,,5.2,0.2149
2018-09-28 23:59:00,76.0,0.0,0.0,,3.8,0.214
2018-09-29 23:59:00,80.0,0.0,0.0,,10.4,0.295
2018-09-30 23:59:00,81.0,0.0,0.0,,10.9,0.3145
2018-10-01 23:59:00,78.0,0.0,0.0,,6.5,0.2542
2018-10-02 23:59:00,73.0,0.24,0.24,,4.5,0.1855
2018-10-03 23:59:00,73.0,0.03,0.27,,7.4,0.1908
2018-10-04 23:59:00,66.0,0.31,0.58,,6.1,0.0829
2018-10-05 23:59:00,67.0,0.0,0.58,,4.7,0.1013
2018-10-06 23:59:00,59.0,0.15,0.73,,6.4,0.0638
2018-10-07 23:59:00,56.0,0.0,0.73,,7.2,0.0643
2018-10-08 23:59:00,60.0,0.0,0.73,,8.2,0.0649
2018-10-09 23:59:00,60.0,0.0,0.49,,6.0,0.0624
2018-10-10 23:59:00,63.0,0.0,0.45999999999999996,,4.8,0.0581
2018-10-11 23:59:00,62.0,0.0,0.15,,10.4,0.0242
2018-10-12 23:59:00,62.0,0.0,0.15,,6.9,0.0221
2018-10-13 23:59:00,64.0,0.0,0.0,,4.7,0.0028
2018-10-14 23:59:00,57.0,0.0,0.0,,16.7,0.01
2018-10-15 23:59:00,54.0,0.0,0.0,,15.9,0.0095
2018-10-16 23:59:00,52.0,0.0,0.0,,8.1,0.0049
2018-10-17 23:59:00,60.0,0.0,0.0,,4.0,0.0024
2018-10-18 23:59:00,57.0,0.0,0.0,,3.4,0.002
2018-10-19 23:59:00,62.0,0.0,0.0,,4.2,0.0025
2018-10-20 23:59:00,65.0,0.0,0.0,,4.5,0.0027
2018-10-21 23:59:00,66.0,0.06,0.06,,5.8,0.0299
2018-10-22 23:59:00,63.0,0.59,0.6499999999999999,,4.5,0.0627
2018-10-23 23:59:00,61.0,0.0,0.65,,1.8,0.0611
2018-10-24 23:59:00,63.0,0.0,0.65,,2.2,0.0613
2018-10-25 23:59:00,64.0,0.0,0.65,,4.4,0.0626
2018-10-26 23:59:00,63.0,0.0,0.65,,2.8,0.0617
2018-10-27 23:59:00,63.0,0.0,0.65,,1.6,0.061
2018-10-28 23:59:00,61.0,0.0,0.5900000000000001,,1.8,0.0611
2018-10-29 23:59:00,64.0,0.0,0.0,,3.0,0.0018
2018-10-30 23:59:00,61.0,0.0,0.0,,13.0,0.0078
2018-10-31 23:59:00,56.0,0.0,0.0,,6.0,0.0036
2018-11-01 23:59:00,55.0,0.0,0.0,,1.7,0.001
2018-11-03 23:59:00,60.0,0.0,0.0,,6.8,0.0041
2018-11-04 23:59:00,56.0,0.0,0.0,,3.1,0.0019
2018-11-05 23:59:00,58.0,0.0,0.0,,2.9,0.0017
2018-11-06 23:59:00,56.0,0.0,0.0,,2.8,0.0017
2018-11-07 23:59:00,53.0,0.0,0.0,,4.9,0.0029
2018-11-08 23:59:00,52.0,0.0,0.0,,14.2,0.0085
2018-11-09 23:59:00,48.0,0.0,0.0,,5.8,0.0035
2018-11-10 23:59:00,46.0,0.0,0.0,,1.5,0.0009
2018-11-11 23:59:00,45.0,0.0,0.0,,9.3,0.0056
2018-11-12 23:59:00,41.0,0.0,0.0,,6.8,0.0041
2018-11-13 23:59:00,42.0,0.0,0.0,,2.4,0.0014
2018-11-14 23:59:00,47.0,0.0,0.0,,1.6,0.001
2018-11-15 23:59:00,49.0,0.0,0.0,,2.0,0.0012
2018-11-16 23:59:00,49.0,0.0,0.0,,1.4,0.0008
2018-11-17 23:59:00,48.0,0.0,0.0,,2.0,0.0012
2018-11-18 23:59:00,48.0,0.0,0.0,,4.1,0.0025
2018-11-19 23:59:00,45.0,0.0,0.0,,2.3,0.0014
2018-11-20 23:59:00,43.0,0.0,0.0,,1.4,0.0008
2018-11-21 23:59:00,46.0,0.0,0.0,,1.8,0.0011
2018-11-22 23:59:00,51.0,0.0,0.0,,3.5,0.0021
2018-11-23 23:59:00,45.0,0.0,0.0,,1.7,0.001
2018-11-24 23:59:00,47.0,0.0,0.0,,7.7,0.0046
2018-11-25 23:59:00,44.0,0.0,0.0,,6.5,0.0039
2018-11-26 23:59:00,43.0,0.0,0.0,,2.6,0.0016
2018-11-27 23:59:00,42.0,0.0,0.0,,1.9,0.0011
2018-11-28 23:59:00,46.0,0.01,0.01,,3.9,0.0035
2018-11-29 23:59:00,51.0,0.0,0.01,,7.0,0.0054
2018-11-30 23:59:00,,0.0,0.01,,6.2,
2018-12-01 23:59:00,41.0,0.0,0.01,,3.3,0.0032
2018-12-02 23:59:00,40.0,0.0,0.01,,6.3,0.005
2018-12-03 23:59:00,38.0,0.0,0.01,,0.8,0.0017
2018-12-04 23:59:00,36.0,0.0,0.01,,2.0,0.0024
2018-12-05 23:59:00,40.0,0.0,0.0,,2.4,0.0014
2018-12-06 23:59:00,,0.0,0.0,,0.0,
2018-12-07 23:59:00,50.0,0.0,0.0,,0.0,0.0
2018-12-09 23:59:00,44.0,0.0,0.0,,2.4,0.0014
2018-12-10 23:59:00,45.0,0.0,0.0,,3.4,0.002
2018-12-11 23:59:00,48.0,0.0,0.0,,2.8,0.0017
2018-12-12 23:59:00,47.0,0.0,0.0,,7.5,0.0045
2018-12-13 23:59:00,41.0,0.0,0.0,,3.7,0.0022
2018-12-14 23:59:00,39.0,0.0,0.0,,2.4,0.0014
2018-12-15 23:59:00,45.0,0.0,0.0,,2.4,0.0014
2018-12-16 23:59:00,46.0,0.0,0.0,,1.9,0.0011
2018-12-17 23:59:00,42.0,0.0,0.0,,2.3,0.0014
2018-12-18 23:59:00,42.0,0.0,0.0,,1.4,0.0008
2018-12-19 23:59:00,44.0,0.0,0.0,,1.0,0.0006
2018-12-20 23:59:00,43.0,0.0,0.0,,1.2,0.0007
2018-12-21 23:59:00,47.0,0.0,0.0,,1.8,0.0011
2018-12-22 23:59:00,44.0,0.0,0.0,,2.6,0.0016
2018-12-23 23:59:00,45.0,0.0,0.0,,2.7,0.0016
2018-12-24 23:59:00,42.0,0.0,0.0,,1.5,0.0009
2018-12-25 23:59:00,43.0,0.0,0.0,,5.1,0.0031
2018-12-26 23:59:00,41.0,0.0,0.0,,5.6,0.0034
2018-12-27 23:59:00,37.0,0.0,0.0,,6.9,0.0041
2018-12-28 23:59:00,36.0,0.0,0.0,,9.2,0.0055
2018-12-29 23:59:00,32.0,0.0,0.0,,4.6,0.0028
2018-12-30 23:59:00,36.0,0.0,0.0,,2.6,0.0016
2018-12-31 23:59:00,36.0,0.0,0.0,,11.3,0.0068
2019-01-01 23:59:00,30.0,0.0,0.0,,8.2,0.0049
2019-01-02 23:59:00,,0.0,0.0,,4.0,
2019-01-03 23:59:00,32.0,0.0,0.0,,1.2,0.0007
2019-01-04 23:59:00,36.0,0.0,0.0,,3.3,0.002
2019-01-05 23:59:00,36.0,0.0,0.0,,2.0,0.0012
2019-01-06 23:59:00,42.0,0.01,0.01,,4.2,0.0037
2019-01-07 23:59:00,43.0,0.0,0.01,,4.0,0.0036
2019-01-08 23:59:00,44.0,0.0,0.01,,2.2,0.0025
2019-01-09 23:59:00,49.0,0.0,0.01,,5.1,0.0043
2019-01-10 23:59:00,44.0,0.0,0.01,,2.3,0.0026
2019-01-11 23:59:00,44.0,0.0,0.01,,5.1,0.0043
2019-01-12 23:59:00,42.0,0.0,0.01,,3.9,0.0035
2019-01-13 23:59:00,40.0,0.0,0.0,,3.1,0.0019
2019-01-14 23:59:00,40.0,0.0,0.0,,3.0,0.0018
2019-01-15 23:59:00,45.0,0.01,0.01,,7.5,0.0057
2019-01-16 23:59:00,46.0,0.0,0.01,,2.3,0.0026
2019-01-17 23:59:00,48.0,0.0,0.01,,5.0,0.0042
2019-01-18 23:59:00,49.0,0.0,0.01,,5.9,0.0047
2019-01-19 23:59:00,42.0,0.0,0.01,,2.0,0.0024
2019-01-20 23:59:00,42.0,0.0,0.01,,1.8,0.0023
2019-01-21 23:59:00,45.0,0.01,0.02,,13.0,0.0102
2019-01-22 23:59:00,39.0,0.0,0.01,,9.4,0.0068
2019-01-23 23:59:00,37.0,0.0,0.01,,2.1,0.0025
2019-01-24 23:59:00,41.0,0.0,0.01,,1.7,0.0022
2019-01-25 23:59:00,42.0,0.0,0.01,,2.4,0.0026
2019-01-26 23:59:00,45.0,0.0,0.01,,3.3,0.0032
2019-01-27 23:59:00,47.0,0.0,0.01,,2.3,0.0026
2019-01-28 23:59:00,47.0,0.0,0.0,,5.8,0.0035
2019-01-29 23:59:00,49.0,0.0,0.0,,3.6,0.0022
2019-01-30 23:59:00,45.0,0.0,0.0,,2.4,0.0014
2019-01-31 23:59:00,43.0,0.0,0.0,,2.2,0.0013
2019-02-01 23:59:00,50.0,0.0,0.0,,3.4,0.002
2019-02-02 23:59:00,50.0,0.01,0.01,,6.7,0.0052
2019-02-03 23:59:00,50.0,0.0,0.01,,7.9,0.0059
2019-02-04 23:59:00,51.0,0.0,0.01,,12.7,0.0088
2019-02-05 23:59:00,42.0,0.0,0.01,,9.2,0.0067
2019-02-06 23:59:00,37.0,0.05,0.060000000000000005,,10.7,0.0136
2019-02-07 23:59:00,33.0,0.0,0.060000000000000005,,2.4,0.0086
2019-02-08 23:59:00,37.0,0.0,0.060000000000000005,,2.8,0.0089
2019-02-09 23:59:00,39.0,0.0,0.05,,4.0,0.0084
2019-02-10 23:59:00,45.0,0.01,0.060000000000000005,,17.0,0.0174
2019-02-11 23:59:00,36.0,0.0,0.060000000000000005,,5.8,0.0107
2019-02-12 23:59:00,38.0,0.0,0.060000000000000005,,4.1,0.0097
2019-02-13 23:59:00,42.0,0.0,0.01,,3.3,0.0032
2019-02-14 23:59:00,46.0,0.01,0.02,,3.7,0.0046
2019-02-15 23:59:00,48.0,0.0,0.02,,10.2,0.0085
2019-02-16 23:59:00,41.0,0.0,0.02,,7.4,0.0068
2019-02-17 23:59:00,39.0,0.01,0.02,,7.6,0.007
2019-02-18 23:59:00,36.0,0.0,0.02,,6.7,0.0064
2019-02-19 23:59:00,35.0,0.0,0.02,,7.9,0.0071
2019-02-20 23:59:00,31.0,0.01,0.03,,4.0,0.006
2019-02-21 23:59:00,33.0,0.0,0.019999999999999997,,4.8,0.0053
2019-02-22 23:59:00,34.0,0.0,0.019999999999999997,,5.9,0.0059
2019-02-23 23:59:00,34.0,0.0,0.019999999999999997,,4.4,0.005
2019-02-24 23:59:00,39.0,0.0,0.01,,4.2,0.0037
2019-02-25 23:59:00,43.0,0.0,0.01,,2.9,0.0029
2019-02-26 23:59:00,47.0,0.0,0.01,,3.0,0.003
2019-02-27 23:59:00,52.0,0.0,0.0,,2.5,0.0015
2019-02-28 23:59:00,56.0,0.0,0.0,,3.3,0.002
2019-03-01 23:59:00,54.0,0.0,0.0,,2.5,0.0015
2019-03-02 23:59:00,53.0,0.01,0.01,,3.9,0.0035
2019-03-03 23:59:00,54.0,0.0,0.01,,4.7,0.004
2019-03-04 23:59:00,,0.0,0.01,,0.0,
2019-03-05 23:59:00,,0.0,0.01,,0.0,
2019-03-06 23:59:00,52.0,0.0,0.01,,8.1,0.0061
2019-03-07 23:59:00,53.0,0.0,0.01,,3.0,0.003
2019-03-08 23:59:00,47.0,0.0,0.01,,9.9,0.0071
2019-03-09 23:59:00,44.0,0.0,0.0,,3.6,0.0022
2019-03-10 23:59:00,48.0,0.0,0.0,,5.2,0.0031
2019-03-11 23:59:00,50.0,0.01,0.01,,6.4,0.005
2019-03-12 23:59:00,54.0,0.0,0.01,,7.9,0.0059
2019-03-13 23:59:00,43.0,0.0,0.01,,15.9,0.0107
2019-03-14 23:59:00,43.0,0.0,0.01,,7.9,0.0059
2019-03-15 23:59:00,48.0,0.0,0.01,,8.5,0.0063
2019-03-16 23:59:00,52.0,0.0,0.01,,4.0,0.0036
2019-03-17 23:59:00,54.0,0.0,0.01,,2.8,0.0029
2019-03-18 23:59:00,56.0,0.0,0.0,,4.2,0.0025
2019-03-19 23:59:00,57.0,0.0,0.0,,4.6,0.0028
2019-03-20 23:59:00,61.0,0.01,0.01,,7.5,0.0057
2019-03-21 23:59:00,47.0,0.0,0.01,,8.5,0.0063
2019-03-22 23:59:00,49.0,0.0,0.01,,4.6,0.004
2019-03-23 23:59:00,55.0,0.0,0.01,,3.3,0.0032
2019-03-24 23:59:00,56.0,0.0,0.01,,6.4,0.005
2019-03-25 23:59:00,58.0,0.0,0.01,,4.9,0.0041
2019-03-26 23:59:00,58.0,0.0,0.01,,3.3,0.0032
2019-03-28 23:59:00,57.0,0.0,0.0,,5.8,0.0035
2019-03-29 23:59:00,57.0,0.0,0.0,,8.1,0.0049
2019-03-30 23:59:00,54.0,0.0,0.0,,8.4,0.005
2019-03-31 23:59:00,55.0,0.0,0.0,,6.4,0.0038
2019-04-01 23:59:00,56.0,0.0,0.0,,4.6,0.0028
2019-04-02 23:59:00,60.0,0.0,0.0,,5.8,0.0035
2019-04-03 23:59:00,59.0,0.0,0.0,,7.5,0.0045
2019-04-04 23:59:00,60.0,0.0,0.0,,4.6,0.0028
2019-04-05 23:59:00,59.0,0.0,0.0,,6.4,0.0038
2019-04-07 23:59:00,62.0,0.0,0.0,,4.0,0.0024
2019-04-08 23:59:00,67.0,0.0,0.0,,3.7,0.0407
2019-04-09 23:59:00,67.0,0.0,0.0,,12.8,0.0462
2019-04-11 23:59:00,,0.0,0.0,,0.0,
2019-04-12 23:59:00,53.0,0.0,0.0,,6.0,0.0036
2019-04-13 23:59:00,54.0,0.0,0.0,,5.8,0.0035
2019-04-14 23:59:00,61.0,0.0,0.0,,5.8,0.0035
2019-04-15 23:59:00,67.0,0.0,0.0,,9.5,0.0442
2019-04-16 23:59:00,57.0,0.01,0.01,,9.7,0.007
2019-04-17 23:59:00,58.0,0.0,0.01,,7.1,0.0055
2019-04-18 23:59:00,65.0,0.0,0.01,,4.6,0.004
2019-04-19 23:59:00,69.0,0.0,0.01,,4.9,0.0811
2019-04-20 23:59:00,70.0,0.0,0.01,,8.3,0.1024
2019-04-21 23:59:00,66.0,0.0,0.01,,10.0,0.0264
2019-04-22 23:59:00,62.0,0.01,0.02,,4.9,0.0053
2019-04-23 23:59:00,66.0,0.0,0.01,,5.5,0.0238
2019-04-24 23:59:00,70.0,0.0,0.01,,5.2,0.1006
2019-04-25 23:59:00,75.0,0.0,0.01,,8.5,0.1988
2019-04-26 23:59:00,76.0,0.0,0.01,,7.1,0.2172
2019-04-27 23:59:00,74.0,0.0,0.01,,6.8,0.1785
2019-04-28 23:59:00,76.0,0.0,0.01,,8.1,0.2178
2019-04-29 23:59:00,61.0,0.02,0.02,,8.3,0.0074
2019-04-30 23:59:00,61.0,0.03,0.05,,7.8,0.0107
2019-05-01 23:59:00,58.0,0.01,0.06,,7.7,0.0118
2019-05-02 23:59:00,61.0,0.0,0.06,,4.3,0.0098
2019-05-03 23:59:00,65.0,0.0,0.06,,3.1,0.0091
2019-05-04 23:59:00,70.0,0.0,0.06,,4.7,0.1063
2019-05-05 23:59:00,70.0,0.0,0.06,,7.0,0.1076
2019-05-06 23:59:00,68.0,0.0,0.039999999999999994,,8.1,0.0674
2019-05-07 23:59:00,68.0,0.01,0.02,,10.0,0.0662
2019-05-08 23:59:00,,0.0,0.01,,0.0,
2019-05-09 23:59:00,66.0,0.0,0.01,,0.0,0.0205
2019-05-10 23:59:00,60.0,0.98,0.99,,7.5,0.0645
2019-05-11 23:59:00,65.0,0.0,0.99,,4.6,0.0628
2019-05-12 23:59:00,69.0,0.0,0.99,,4.9,0.1399
2019-05-13 23:59:00,72.0,0.0,0.99,,4.5,0.1974
2019-05-14 23:59:00,74.0,0.0,0.98,,3.4,0.2353
2019-05-15 23:59:00,75.0,0.0,0.98,,10.7,0.2589
2019-05-16 23:59:00,68.0,0.0,0.98,,13.1,0.1256
2019-05-17 23:59:00,55.0,0.0,0.0,,8.4,0.005
2019-05-18 23:59:00,59.0,0.0,0.0,,4.3,0.0026
2019-05-19 23:59:00,62.0,0.04,0.04,,15.7,0.0142
2019-05-20 23:59:00,54.0,0.13,0.17,,7.5,0.0249
2019-05-21 23:59:00,58.0,0.0,0.17,,6.9,0.0245
2019-05-22 23:59:00,55.0,0.0,0.17,,8.0,0.0252
2019-05-23 23:59:00,56.0,0.04,0.21000000000000002,,7.4,0.0296
2019-05-24 23:59:00,63.0,0.0,0.21000000000000002,,4.6,0.028
2019-05-25 23:59:00,66.0,0.0,0.21000000000000002,,7.1,0.0487
2019-05-26 23:59:00,67.0,0.0,0.17,,14.9,0.0678
2019-05-27 23:59:00,57.0,0.07,0.11000000000000001,,9.2,0.0187
2019-05-28 23:59:00,,0.0,0.11000000000000001,,0.0,
2019-05-29 23:59:00,66.0,0.0,0.11000000000000001,,0.0,0.0325
2019-05-30 23:59:00,69.0,0.0,0.07,,5.9,0.0889
2019-05-31 23:59:00,72.0,0.0,0.07,,6.2,0.1469
2019-06-01 23:59:00,,0.0,0.07,,6.4,
2019-06-02 23:59:00,,0.0,0.07,,5.6,
2019-06-03 23:59:00,,0.0,0.0,,4.6,
2019-06-04 23:59:00,,0.0,0.0,,5.1,
2019-06-05 23:59:00,,0.0,0.0,,4.6,
2019-06-06 23:59:00,,0.0,0.0,,10.1,
2019-06-07 23:59:00,,0.0,0.0,,17.2,
2019-06-08 23:59:00,,0.0,0.0,,10.7,
2019-06-09 23:59:00,,0.0,0.0,,10.2,
2019-06-10 23:59:00,,0.0,0.0,,5.7,
2019-06-11 23:59:00,,0.0,0.0,,4.3,
2019-06-12 23:59:00,,0.0,0.0,,5.7,
2019-06-13 23:59:00,,0.0,0.0,,7.6,
2019-06-14 23:59:00,,0.0,0.0,,6.7,
2019-06-15 23:59:00,,0.0,0.0,,5.1,
2019-06-16 23:59:00,,0.03,0.03,,7.7,
2019-06-17 23:59:00,,0.0,0.03,,6.3,
2019-06-18 23:59:00,,0.0,0.03,,5.1,
2019-06-19 23:59:00,,0.0,0.03,,8.2,
2019-06-20 23:59:00,,0.0,0.03,,13.8,
2019-06-21 23:59:00,,0.0,0.03,,8.9,
2019-06-22 23:59:00,,0.0,0.03,,9.9,
2019-06-23 23:59:00,,0.0,0.0,,4.6,
2019-06-24 23:59:00,,0.0,0.0,,4.7,
2019-06-25 23:59:00,,0.0,0.0,,7.9,
2019-06-26 23:59:00,,0.0,0.0,,10.7,
2019-06-27 23:59:00,,0.0,0.0,,10.4,
2019-06-28 23:59:00,,0.0,0.0,,10.0,
2019-06-29 23:59:00,,0.0,0.0,,8.2,
2019-06-30 23:59:00,,0.0,0.0,,0.0,
2019-07-01 23:59:00,84.0,0.0,0.0,,5.5,0.369
2019-07-02 23:59:00,85.0,0.0,0.0,,6.9,0.3891
2019-07-03 23:59:00,85.0,0.0,0.0,,10.9,0.3915
2019-07-04 23:59:00,83.0,0.0,0.0,,7.8,0.3512
2019-07-05 23:59:00,84.0,0.0,0.0,,4.7,0.3686
2019-07-06 23:59:00,83.0,0.0,0.0,,6.2,0.3502
2019-07-07 23:59:00,85.0,0.0,0.0,,11.3,0.3918
2019-07-08 23:59:00,83.0,0.0,0.0,,8.6,0.3517
2019-07-09 23:59:00,83.0,0.0,0.0,,5.7,0.3499
2019-07-10 23:59:00,86.0,0.0,0.0,,4.9,0.4072
2019-07-11 23:59:00,89.0,0.0,0.0,,8.1,0.4669
2019-07-12 23:59:00,90.0,0.0,0.0,,6.6,0.4852
2019-07-13 23:59:00,93.0,0.0,0.0,,8.5,0.5441
2019-07-14 23:59:00,90.0,0.0,0.0,,7.5,0.4858
2019-07-15 23:59:00,90.0,0.0,0.0,,6.1,0.4849
2019-07-16 23:59:00,89.0,0.0,0.0,,10.8,0.4685
2019-07-17 23:59:00,89.0,0.0,0.0,,9.9,0.4679
2019-07-18 23:59:00,88.0,0.0,0.0,,6.4,0.4466
2019-07-19 23:59:00,88.0,0.0,0.0,,7.8,0.4474
2019-07-20 23:59:00,86.0,0.0,0.0,,5.8,0.4077
2019-07-21 23:59:00,87.0,0.0,0.0,,4.9,0.4264
2019-07-22 23:59:00,86.0,0.0,0.0,,5.8,0.4077
2019-07-23 23:59:00,92.0,0.0,0.0,,6.3,0.5235
2019-07-24 23:59:00,,0.0,0.0,,0.0,
2019-07-25 23:59:00,89.0,0.0,0.0,,6.7,0.466
2019-07-26 23:59:00,91.0,0.0,0.0,,9.5,0.5062
2019-07-27 23:59:00,89.0,0.0,0.0,,7.5,0.4665
2019-07-28 23:59:00,92.0,0.0,0.0,,4.0,0.5222
2019-07-29 23:59:00,92.0,0.0,0.0,,5.2,0.5229
2019-07-30 23:59:00,92.0,0.0,0.0,,8.6,0.5249
2019-07-31 23:59:00,81.0,0.0,0.0,,8.6,0.3132
2019-08-02 23:59:00,,0.0,0.0,,0.0,
2019-08-04 23:59:00,93.0,0.0,0.0,,7.7,0.5436
2019-08-05 23:59:00,93.0,0.0,0.0,,8.0,0.5438
2019-08-06 23:59:00,92.0,0.0,0.0,,7.1,0.524
2019-08-07 23:59:00,,0.0,0.0,,0.0,
2019-08-08 23:59:00,88.0,0.0,0.0,,7.8,0.4474
2019-08-09 23:59:00,,0.0,0.0,,11.4,
2019-08-10 23:59:00,,0.0,0.0,,12.3,
2019-08-11 23:59:00,,0.0,0.0,,7.4,
2019-08-12 23:59:00,,0.0,0.0,,5.8,
2019-08-13 23:59:00,,0.0,0.0,,4.6,
2019-08-14 23:59:00,87.0,0.0,0.0,,4.0,0.4259
2019-08-15 23:59:00,89.0,0.0,0.0,,6.0,0.4656
2019-08-16 23:59:00,87.0,0.0,0.0,,5.5,0.4268
2019-08-17 23:59:00,86.0,0.0,0.0,,7.0,0.4085
2019-08-18 23:59:00,86.0,0.0,0.0,,6.9,0.4084
2019-08-19 23:59:00,85.0,0.0,0.0,,4.9,0.3879
2019-08-20 23:59:00,86.0,0.0,0.0,,5.7,0.4077
2019-08-21 23:59:00,86.0,0.0,0.0,,5.6,0.4076
2019-08-22 23:59:00,86.0,0.0,0.0,,4.6,0.407
2019-08-23 23:59:00,85.0,0.0,0.0,,6.2,0.3887
2019-08-24 23:59:00,84.0,0.0,0.0,,6.9,0.3699
2019-08-25 23:59:00,86.0,0.0,0.0,,7.2,0.4086
2019-08-26 23:59:00,88.0,0.0,0.0,,4.9,0.4457
2019-08-27 23:59:00,89.0,0.0,0.0,,5.3,0.4652
2019-08-28 23:59:00,88.0,0.0,0.0,,11.8,0.4498
2019-08-29 23:59:00,86.0,0.0,0.0,,5.8,0.4077
2019-08-30 23:59:00,88.0,0.0,0.0,,4.7,0.4456
2019-08-31 23:59:00,87.0,0.0,0.0,,4.0,0.4259
2019-09-01 23:59:00,86.0,0.0,0.0,,4.1,0.4067
2019-09-02 23:59:00,89.0,0.0,0.0,,7.4,0.4664
2019-09-03 23:59:00,88.0,0.0,0.0,,5.8,0.4462
2019-09-04 23:59:00,91.0,0.0,0.0,,5.7,0.5039
2019-09-05 23:59:00,89.0,0.0,0.0,,7.9,0.4667
2019-09-06 23:59:00,87.0,0.0,0.0,,7.2,0.4278
2019-09-07 23:59:00,87.0,0.0,0.0,,5.3,0.4267
2019-09-08 23:59:00,83.0,0.0,0.0,,10.9,0.353
2019-09-09 23:59:00,79.0,0.0,0.0,,6.5,0.2734
2019-09-10 23:59:00,80.0,0.0,0.0,,15.9,0.2983
2019-09-11 23:59:00,77.0,0.0,0.0,,9.5,0.2367
2019-09-12 23:59:00,74.0,0.0,0.0,,6.9,0.1774
2019-09-13 23:59:00,78.0,0.0,0.0,,2.8,0.2519
2019-09-14 23:59:00,80.0,0.0,0.0,,5.5,0.2921
2019-09-15 23:59:00,80.0,0.0,0.0,,4.6,0.2915
2019-09-16 23:59:00,84.0,0.0,0.0,,14.5,0.3744
2019-09-17 23:59:00,76.0,0.0,0.0,,7.4,0.2162
2019-09-18 23:59:00,74.0,0.0,0.0,,7.1,0.1775
2019-09-19 23:59:00,78.0,0.0,0.0,,15.4,0.2595
2019-09-20 23:59:00,69.0,0.0,0.0,,8.2,0.0819
2019-09-21 23:59:00,67.0,0.0,0.0,,4.8,0.0414
2019-09-22 23:59:00,70.0,0.0,0.0,,6.1,0.0999
2019-09-23 23:59:00,71.0,0.0,0.0,,5.9,0.119
2019-09-24 23:59:00,75.0,0.0,0.0,,4.7,0.1953
2019-09-25 23:59:00,78.0,0.0,0.0,,4.3,0.2528
2019-09-26 23:59:00,75.0,0.0,0.0,,7.5,0.197
2019-09-27 23:59:00,74.0,0.0,0.0,,8.4,0.1783
2019-09-28 23:59:00,77.0,0.0,0.0,,19.0,0.2424
2019-09-29 23:59:00,65.0,0.0,0.0,,12.3,0.0074
2019-09-30 23:59:00,63.0,0.0,0.0,,6.3,0.0038
2019-10-01 23:59:00,59.0,0.0,0.0,,5.5,0.0033
2019-10-02 23:59:00,62.0,0.0,0.0,,2.3,0.0014
2019-10-03 23:59:00,65.0,0.0,0.0,,3.5,0.0021
