site,year,cdc_week,week_start,total_mosquitoes,predicted_count,risk_level,risk_label
AEG-3635 Alpine Dr,2025,29,2025-07-14,7.0,5.0,0,Negligible
AEG-574 N. 2330 E. STG,2025,35,2025-08-25,30.0,8.9,10,Outbreak
APV001,2019,25,2019-06-17,2.0,2.0,0,Negligible
APV001,2019,29,2019-07-15,33.0,33.0,3,Low-Moderate
APV001,2019,32,2019-08-05,30.0,30.0,3,Low-Moderate
APV001,2019,34,2019-08-19,22.0,22.0,3,Low-Moderate
APV001,2020,29,2020-07-13,3.0,3.0,0,Negligible
APV001,2020,32,2020-08-03,8.0,8.0,0,Negligible
APV001,2020,34,2020-08-17,11.0,11.0,1,Very Low
APV001,2021,22,2021-05-24,2.0,2.0,0,Negligible
APV001,2021,31,2021-07-26,5.0,5.0,0,Negligible
APV001,2022,24,2022-06-13,2.0,2.0,0,Negligible
APV001,2022,25,2022-06-20,0.0,0.0,0,Negligible
APV001,2022,29,2022-07-18,1.0,1.0,0,Negligible
APV001,2022,34,2022-08-22,96.0,96.0,6,Elevated
APV001,2023,33,2023-08-14,28.0,47.5,4,Moderate
APV001,2024,25,2024-06-17,0.0,18.8,2,Low
APV001,2024,31,2024-07-29,6.0,1.6,0,Negligible
APV001,2025,34,2025-08-18,15.0,8.7,10,Outbreak
AVA001,2018,20,2018-05-14,1.0,1.0,0,Negligible
AVA001,2018,23,2018-06-04,7.0,7.0,0,Negligible
AVA001,2018,25,2018-06-18,3.0,3.0,0,Negligible
AVA001,2018,27,2018-07-02,13.0,13.0,1,Very Low
AVA001,2018,32,2018-08-06,13.0,13.0,1,Very Low
AVA001,2018,33,2018-08-13,24.0,24.0,3,Low-Moderate
AVA001-Ex,2018,33,2018-08-13,14.0,14.0,1,Very Low
ENT001,2018,32,2018-08-06,1.0,1.0,0,Negligible
ENT002,2018,32,2018-08-06,29.0,29.0,3,Low-Moderate
ENT003,2018,25,2018-06-18,25.0,25.0,3,Low-Moderate
ENT003,2019,27,2019-07-01,34.0,34.0,3,Low-Moderate
ENT003,2019,32,2019-08-05,182.0,182.0,7,High
ENT003,2019,34,2019-08-19,31.0,31.0,3,Low-Moderate
ENT003,2020,30,2020-07-20,19.0,19.0,2,Low
ENT003,2020,32,2020-08-03,11.0,11.0,1,Very Low
ENT003,2020,35,2020-08-24,75.0,75.0,5,Moderate-High
ENT003,2021,22,2021-05-24,2.0,2.0,0,Negligible
ENT003,2021,28,2021-07-05,20.0,20.0,2,Low
ENT003,2021,35,2021-08-23,23.0,23.0,3,Low-Moderate
ENT003,2022,23,2022-06-06,39.0,39.0,3,Low-Moderate
ENT003,2022,26,2022-06-27,10.0,10.0,1,Very Low
ENT003,2022,35,2022-08-29,29.0,29.0,3,Low-Moderate
ENT003,2023,25,2023-06-19,1.0,23.8,3,Low-Moderate
ENT003,2023,33,2023-08-14,1.0,2.8,0,Negligible
ENT003,2024,26,2024-06-24,19.0,2.6,0,Negligible
ENT003,2025,31,2025-07-28,7.0,19.2,2,Low
ENT003,2025,33,2025-08-11,9.0,9.6,1,Very Low
ENT004,2018,25,2018-06-18,12.0,12.0,1,Very Low
ENT004,2019,27,2019-07-01,14.0,14.0,1,Very Low
ENT004,2019,32,2019-08-05,370.0,370.0,10,Outbreak
ENT004,2019,33,2019-08-05,6.0,6.0,0,Negligible
ENT004,2019,34,2019-08-19,31.0,31.0,3,Low-Moderate
ENT004,2020,30,2020-07-20,70.0,70.0,5,Moderate-High
ENT004,2020,32,2020-08-03,17.0,17.0,2,Low
ENT004,2020,35,2020-08-24,106.0,106.0,6,Elevated
ENT004,2021,22,2021-05-24,0.0,0.0,0,Negligible
ENT004,2021,28,2021-07-05,65.0,65.0,5,Moderate-High
ENT004,2022,23,2022-06-06,18.0,18.0,2,Low
ENT004,2022,35,2022-08-29,38.0,38.0,3,Low-Moderate
ENT004,2023,25,2023-06-19,16.0,28.3,3,Low-Moderate
ENT004,2023,33,2023-08-14,29.0,13.8,1,Very Low
ENT004,2024,26,2024-06-24,41.0,19.2,2,Low
EX-Mall Dr. Bridge,2025,30,2025-07-21,50.0,49.3,4,Moderate
EX-Mall Dr. Bridge,2025,32,2025-08-04,27.0,31.8,3,Low-Moderate
EX-Mall Dr. Bridge,2025,34,2025-08-18,72.0,24.0,3,Low-Moderate
EX-Mall Dr. Bridge,2025,35,2025-08-25,47.0,42.8,4,Moderate
HAR001,2018,14,2018-04-02,0.0,0.0,0,Negligible
HAR001,2018,15,2018-04-09,0.0,0.0,0,Negligible
HAR001,2018,16,2018-04-16,2.0,2.0,0,Negligible
HAR001,2018,17,2018-04-23,0.0,0.0,0,Negligible
HAR001,2018,19,2018-05-07,1.0,1.0,0,Negligible
HAR001,2018,20,2018-05-14,2.0,2.0,0,Negligible
HAR001,2018,21,2018-05-21,0.0,0.0,0,Negligible
HAR001,2018,22,2018-05-28,0.0,0.0,0,Negligible
HAR001,2018,23,2018-06-04,1.0,1.0,0,Negligible
HAR001,2018,24,2018-06-11,0.0,0.0,0,Negligible
HAR001,2018,25,2018-06-18,1.0,1.0,0,Negligible
HAR001,2018,26,2018-06-25,0.0,0.0,0,Negligible
HAR001,2018,27,2018-07-02,1.0,1.0,0,Negligible
HAR001,2018,28,2018-07-09,0.0,0.0,0,Negligible
HAR001,2018,29,2018-07-16,1.0,1.0,0,Negligible
HAR001,2018,30,2018-07-23,1.0,1.0,0,Negligible
HAR001,2018,31,2018-07-30,2.0,2.0,0,Negligible
HAR001,2018,32,2018-08-06,2.0,2.0,0,Negligible
HAR001,2018,33,2018-08-13,1.0,1.0,0,Negligible
HAR001,2018,35,2018-08-27,3.0,3.0,0,Negligible
HAR001,2019,23,2019-06-03,4.0,4.0,0,Negligible
HAR001,2019,24,2019-06-10,3.0,3.0,0,Negligible
HAR001,2019,25,2019-06-17,4.0,4.0,0,Negligible
HAR001,2019,26,2019-06-24,6.0,6.0,0,Negligible
HAR001,2019,27,2019-07-01,0.0,0.0,0,Negligible
HAR001,2019,28,2019-07-08,0.0,0.0,0,Negligible
HAR001,2019,29,2019-07-15,0.0,0.0,0,Negligible
HAR001,2019,30,2019-07-22,0.0,0.0,0,Negligible
HAR001,2019,31,2019-07-29,0.0,0.0,0,Negligible
HAR001,2019,32,2019-08-05,0.0,0.0,0,Negligible
HAR001,2019,33,2019-08-12,0.0,0.0,0,Negligible
HAR001,2020,21,2020-05-18,1.0,1.0,0,Negligible
HAR001,2022,35,2022-08-29,8.0,8.0,0,Negligible
HAR001,2023,18,2023-05-01,2.0,10.5,1,Very Low
HAR001,2023,20,2023-05-15,16.0,2.8,0,Negligible
HAR001,2023,21,2023-05-22,12.0,12.3,1,Very Low
HAR001,2023,23,2023-06-05,1.0,10.6,1,Very Low
HAR001,2023,24,2023-06-12,1.0,2.6,0,Negligible
HAR001,2023,26,2023-06-26,0.0,2.3,0,Negligible
HAR001,2023,27,2023-07-03,0.0,1.6,0,Negligible
HAR001,2023,28,2023-07-10,0.0,1.8,0,Negligible
HAR001,2023,29,2023-07-17,0.0,2.0,0,Negligible
HAR001,2023,30,2023-07-24,0.0,2.1,0,Negligible
HAR001,2023,32,2023-08-07,0.0,1.9,0,Negligible
HAR001,2023,33,2023-08-14,0.0,1.5,0,Negligible
HAR001,2023,35,2023-08-28,5.0,1.3,0,Negligible
HAR001,2023,36,2023-09-04,25.0,8.2,10,Outbreak
HAR001,2024,21,2024-05-20,0.0,15.9,2,Low
HAR001,2024,33,2024-08-12,0.0,1.2,0,Negligible
HAR001-EX,2023,38,2023-09-18,2.0,36.6,3,Low-Moderate
HAR001-EX,2023,39,2023-09-25,0.0,3.0,0,Negligible
HAR001-EX,2023,40,2023-10-02,2.0,1.0,0,Negligible
HAR001-EX,2023,41,2023-10-09,0.0,2.8,0,Negligible
HAR002,2020,23,2020-06-01,2.0,2.0,0,Negligible
HIL001,2018,32,2018-08-06,54.0,54.0,4,Moderate
HIL001,2020,32,2020-08-03,3.0,3.0,0,Negligible
HIL002,2018,23,2018-06-04,68.0,68.0,5,Moderate-High
HIL002,2018,25,2018-06-18,34.0,34.0,3,Low-Moderate
HIL002,2018,27,2018-07-02,37.0,37.0,3,Low-Moderate
HIL002,2019,25,2019-06-17,20.0,20.0,2,Low
HIL002,2019,29,2019-07-15,29.0,29.0,3,Low-Moderate
HIL002,2019,32,2019-08-05,42.0,42.0,4,Moderate
HIL002,2019,34,2019-08-19,21.0,21.0,2,Low
HIL002,2020,29,2020-07-13,9.0,9.0,1,Very Low
HIL002,2021,22,2021-05-24,2.0,2.0,0,Negligible
HIL002,2021,31,2021-07-26,10.0,10.0,1,Very Low
HIL002,2022,24,2022-06-13,1.0,1.0,0,Negligible
HIL002,2022,25,2022-06-20,0.0,0.0,0,Negligible
HIL002,2022,29,2022-07-18,2.0,2.0,0,Negligible
HIL002,2022,34,2022-08-22,96.0,96.0,6,Elevated
HIL002,2023,33,2023-08-14,31.0,47.5,4,Moderate
HIL002,2024,25,2024-06-17,87.0,20.1,2,Low
HIL002,2024,31,2024-07-29,52.0,45.5,4,Moderate
HIL002,2025,26,2025-06-23,13.0,34.4,3,Low-Moderate
HILDALE SR,2020,34,2020-08-17,0.0,0.0,0,Negligible
HUR0002,2021,41,2021-10-04,20.0,20.0,2,Low
HUR002,2018,14,2018-04-02,0.0,0.0,0,Negligible
HUR002,2018,15,2018-04-09,0.0,0.0,0,Negligible
HUR002,2018,16,2018-04-16,1.0,1.0,0,Negligible
HUR002,2018,17,2018-04-23,3.0,3.0,0,Negligible
HUR002,2018,19,2018-05-07,2.0,2.0,0,Negligible
HUR002,2018,20,2018-05-14,1.0,1.0,0,Negligible
HUR002,2018,21,2018-05-21,7.0,7.0,0,Negligible
HUR002,2018,22,2018-05-28,3.0,3.0,0,Negligible
HUR002,2018,23,2018-06-04,7.0,7.0,0,Negligible
HUR002,2018,24,2018-06-11,2.0,2.0,0,Negligible
HUR002,2018,25,2018-06-18,0.0,0.0,0,Negligible
HUR002,2018,26,2018-06-25,0.0,0.0,0,Negligible
HUR002,2018,27,2018-07-02,0.0,0.0,0,Negligible
HUR002,2018,28,2018-07-09,9.0,9.0,1,Very Low
HUR002,2018,29,2018-07-16,0.0,0.0,0,Negligible
HUR002,2018,30,2018-07-23,9.0,9.0,1,Very Low
HUR002,2018,31,2018-07-30,2.0,2.0,0,Negligible
HUR002,2018,32,2018-08-06,1.0,1.0,0,Negligible
HUR002,2018,33,2018-08-13,1.0,1.0,0,Negligible
HUR002,2018,35,2018-08-27,33.0,33.0,3,Low-Moderate
HUR002,2020,35,2020-08-24,1.0,1.0,0,Negligible
HUR002,2021,38,2021-09-13,65.0,65.0,5,Moderate-High
HUR002,2021,39,2021-09-20,55.0,55.0,4,Moderate
HUR002,2022,21,2022-05-23,0.0,0.0,0,Negligible
HUR007,2018,14,2018-04-02,0.0,0.0,0,Negligible
HUR007,2018,15,2018-04-09,0.0,0.0,0,Negligible
HUR007,2018,16,2018-04-16,0.0,0.0,0,Negligible
HUR007,2018,17,2018-04-23,0.0,0.0,0,Negligible
HUR007,2018,19,2018-05-07,0.0,0.0,0,Negligible
HUR007,2018,20,2018-05-14,0.0,0.0,0,Negligible
HUR007,2018,21,2018-05-21,3.0,3.0,0,Negligible
HUR007,2018,22,2018-05-28,2.0,2.0,0,Negligible
HUR007,2018,23,2018-06-04,0.0,0.0,0,Negligible
HUR007,2018,24,2018-06-11,3.0,3.0,0,Negligible
HUR007,2018,25,2018-06-18,0.0,0.0,0,Negligible
HUR007,2018,26,2018-06-25,0.0,0.0,0,Negligible
HUR007,2018,27,2018-07-02,2.0,2.0,0,Negligible
HUR007,2018,28,2018-07-09,43.0,43.0,4,Moderate
HUR007,2018,29,2018-07-16,133.0,133.0,6,Elevated
HUR007,2018,30,2018-07-23,2.0,2.0,0,Negligible
HUR007,2018,31,2018-07-30,5.0,5.0,0,Negligible
HUR007,2018,32,2018-08-06,4.0,4.0,0,Negligible
HUR007,2018,33,2018-08-13,5.0,5.0,0,Negligible
HUR007,2018,35,2018-08-27,38.0,38.0,3,Low-Moderate
HUR007,2018,36,2018-09-03,0.0,0.0,0,Negligible
HUR007,2018,37,2018-09-10,10.0,10.0,1,Very Low
HUR007,2018,38,2018-09-17,7.0,7.0,0,Negligible
HUR007,2018,39,2018-09-24,3.0,3.0,0,Negligible
HUR007,2019,20,2019-05-13,3.0,3.0,0,Negligible
HUR007,2019,23,2019-06-03,2.0,2.0,0,Negligible
HUR007,2019,24,2019-06-10,3.0,3.0,0,Negligible
HUR007,2019,25,2019-06-17,2.0,2.0,0,Negligible
HUR007,2019,26,2019-06-24,6.0,6.0,0,Negligible
HUR007,2019,27,2019-07-01,9.0,9.0,1,Very Low
HUR007,2019,28,2019-07-08,0.0,0.0,0,Negligible
HUR007,2019,29,2019-07-15,0.0,0.0,0,Negligible
HUR007,2019,30,2019-07-22,0.0,0.0,0,Negligible
HUR007,2019,31,2019-07-29,5.0,5.0,0,Negligible
HUR007,2019,32,2019-08-05,14.0,14.0,1,Very Low
HUR007,2019,33,2019-08-12,2.0,2.0,0,Negligible
HUR007,2019,34,2019-08-19,3.0,3.0,0,Negligible
HUR007,2019,35,2019-08-26,9.0,9.0,1,Very Low
HUR007,2019,36,2019-09-02,0.0,0.0,0,Negligible
HUR007,2019,37,2019-09-09,4.0,4.0,0,Negligible
HUR007,2019,38,2019-09-16,5.0,5.0,0,Negligible
HUR007,2019,39,2019-09-23,11.0,11.0,1,Very Low
HUR007,2020,38,2020-09-14,4.0,4.0,0,Negligible
HUR007,2021,21,2021-05-17,0.0,0.0,0,Negligible
HUR007,2021,22,2021-05-24,0.0,0.0,0,Negligible
HUR007,2021,24,2021-06-07,0.0,0.0,0,Negligible
HUR007,2021,26,2021-06-21,0.0,0.0,0,Negligible
HUR007,2021,27,2021-06-28,0.0,0.0,0,Negligible
HUR007,2021,29,2021-07-12,1.0,1.0,0,Negligible
HUR007,2021,30,2021-07-19,0.0,0.0,0,Negligible
HUR007,2021,31,2021-07-26,0.0,0.0,0,Negligible
HUR007,2021,32,2021-08-02,2.0,2.0,0,Negligible
HUR007,2021,33,2021-08-09,0.0,0.0,0,Negligible
HUR007,2021,34,2021-08-16,12.0,12.0,1,Very Low
HUR007,2021,35,2021-08-23,9.0,9.0,1,Very Low
HUR007,2021,36,2021-08-30,0.0,0.0,0,Negligible
HUR007,2021,37,2021-09-06,0.0,0.0,0,Negligible
HUR007,2021,38,2021-09-13,0.0,0.0,0,Negligible
HUR007,2021,39,2021-09-20,0.0,0.0,0,Negligible
HUR007,2021,40,2021-09-27,13.0,13.0,1,Very Low
HUR007,2021,41,2021-10-04,0.0,0.0,0,Negligible
HUR007,2022,23,2022-06-06,0.0,0.0,0,Negligible
HUR007,2022,24,2022-06-13,0.0,0.0,0,Negligible
HUR007,2022,25,2022-06-20,0.0,0.0,0,Negligible
HUR007,2022,29,2022-07-18,2.0,2.0,0,Negligible
HUR007,2022,32,2022-08-08,1.0,1.0,0,Negligible
HUR007,2022,34,2022-08-22,4.0,4.0,0,Negligible
HUR007,2022,35,2022-08-29,4.0,4.0,0,Negligible
HUR007,2022,36,2022-09-05,0.0,0.0,0,Negligible
HUR007,2022,37,2022-09-12,19.0,19.0,2,Low
HUR007,2022,38,2022-09-19,8.0,8.0,0,Negligible
HUR007,2022,42,2022-10-17,0.0,0.0,0,Negligible
HUR007,2023,24,2023-06-12,2.0,0.8,0,Negligible
HUR007,2023,25,2023-06-19,4.0,3.3,0,Negligible
HUR007,2023,43,2023-10-23,5.0,5.8,0,Negligible
HUR007,2024,18,2024-04-29,0.0,4.2,0,Negligible
HUR007,2024,20,2024-05-13,1.0,0.9,0,Negligible
HUR007,2024,26,2024-06-24,64.0,2.6,0,Negligible
HUR007,2024,33,2024-08-12,5.0,42.0,4,Moderate
HUR007,2024,34,2024-08-19,2.0,8.4,10,Outbreak
HUR007,2024,35,2024-08-26,110.0,4.1,0,Negligible
HUR007,2024,36,2024-09-02,41.0,50.3,4,Moderate
HUR007,2024,37,2024-09-09,4.0,28.6,3,Low-Moderate
HUR007,2024,38,2024-09-16,5.0,6.0,0,Negligible
HUR007,2024,40,2024-09-30,0.0,5.7,0,Negligible
HUR007,2025,20,2025-05-12,1.0,1.5,0,Negligible
HUR007,2025,21,2025-05-19,0.0,2.1,0,Negligible
HUR007,2025,22,2025-05-26,0.0,1.3,0,Negligible
HUR007,2025,23,2025-06-02,2.0,1.6,0,Negligible
HUR007,2025,24,2025-06-09,0.0,4.3,0,Negligible
HUR007,2025,25,2025-06-16,0.0,1.8,0,Negligible
HUR007,2025,26,2025-06-23,2.0,1.8,0,Negligible
HUR007,2025,27,2025-06-30,8.0,4.2,0,Negligible
HUR007,2025,28,2025-07-07,3.0,10.2,1,Very Low
HUR007,2025,29,2025-07-14,3.0,6.2,0,Negligible
HUR007,2025,30,2025-07-21,8.0,5.7,0,Negligible
HUR007,2025,31,2025-07-28,3.0,9.8,1,Very Low
HUR007,2025,32,2025-08-04,1.0,5.8,0,Negligible
HUR007,2025,33,2025-08-11,10.0,3.6,0,Negligible
HUR007,2025,34,2025-08-18,7.0,12.2,1,Very Low
HUR007,2025,35,2025-08-25,2.0,9.7,1,Very Low
HUR008,2018,14,2018-04-02,0.0,0.0,0,Negligible
HUR008,2018,15,2018-04-09,3.0,3.0,0,Negligible
HUR008,2018,16,2018-04-16,2.0,2.0,0,Negligible
HUR008,2018,17,2018-04-23,0.0,0.0,0,Negligible
HUR008,2018,19,2018-05-07,1.0,1.0,0,Negligible
HUR008,2018,20,2018-05-14,0.0,0.0,0,Negligible
HUR008,2018,21,2018-05-21,1.0,1.0,0,Negligible
HUR008,2018,22,2018-05-28,1.0,1.0,0,Negligible
HUR008,2018,23,2018-06-04,0.0,0.0,0,Negligible
HUR008,2018,24,2018-06-11,1.0,1.0,0,Negligible
HUR008,2018,25,2018-06-18,2.0,2.0,0,Negligible
HUR008,2018,26,2018-06-25,0.0,0.0,0,Negligible
HUR008,2018,27,2018-07-02,4.0,4.0,0,Negligible
HUR008,2018,28,2018-07-09,0.0,0.0,0,Negligible
HUR008,2018,29,2018-07-16,2.0,2.0,0,Negligible
HUR008,2018,30,2018-07-23,19.0,19.0,2,Low
HUR008,2018,31,2018-07-30,13.0,13.0,1,Very Low
HUR008,2018,32,2018-08-06,19.0,19.0,2,Low
HUR008,2018,33,2018-08-13,8.0,8.0,0,Negligible
HUR008,2018,35,2018-08-27,6.0,6.0,0,Negligible
HUR008,2018,37,2018-09-10,16.0,16.0,2,Low
HUR008,2018,38,2018-09-17,57.0,57.0,4,Moderate
HUR008,2018,39,2018-09-24,0.0,0.0,0,Negligible
HUR008,2019,24,2019-06-10,8.0,8.0,0,Negligible
HUR008,2019,25,2019-06-17,2.0,2.0,0,Negligible
HUR008,2019,26,2019-06-24,23.0,23.0,3,Low-Moderate
HUR008,2019,27,2019-07-01,0.0,0.0,0,Negligible
HUR008,2019,28,2019-07-08,0.0,0.0,0,Negligible
HUR008,2019,29,2019-07-15,0.0,0.0,0,Negligible
HUR008,2019,30,2019-07-22,0.0,0.0,0,Negligible
HUR008,2019,31,2019-07-29,0.0,0.0,0,Negligible
HUR008,2019,32,2019-08-05,0.0,0.0,0,Negligible
HUR008,2019,33,2019-08-12,0.0,0.0,0,Negligible
HUR008,2020,26,2020-06-22,4.0,4.0,0,Negligible
HUR008,2020,27,2020-06-29,0.0,0.0,0,Negligible
HUR008,2020,28,2020-07-06,0.0,0.0,0,Negligible
HUR008,2020,30,2020-07-20,36.0,36.0,3,Low-Moderate
HUR008,2020,31,2020-07-20,102.0,102.0,6,Elevated
HUR008,2020,32,2020-08-03,161.0,161.0,7,High
HUR008,2020,33,2020-08-10,53.0,53.0,4,Moderate
HUR008,2020,34,2020-08-17,16.0,16.0,2,Low
HUR008,2020,35,2020-08-24,12.0,12.0,1,Very Low
HUR008,2020,36,2020-08-31,524.0,524.0,10,Outbreak
HUR008,2021,20,2021-05-10,3.0,3.0,0,Negligible
HUR008,2021,24,2021-06-07,0.0,0.0,0,Negligible
HUR008,2021,25,2021-06-14,1.0,1.0,0,Negligible
HUR008,2021,26,2021-06-21,4.0,4.0,0,Negligible
HUR008,2021,27,2021-06-28,2.0,2.0,0,Negligible
HUR008,2021,28,2021-07-05,3.0,3.0,0,Negligible
HUR008,2021,29,2021-07-12,2.0,2.0,0,Negligible
HUR008,2021,30,2021-07-19,1.0,1.0,0,Negligible
HUR008,2021,31,2021-07-26,3.0,3.0,0,Negligible
HUR008,2021,32,2021-08-02,42.0,42.0,4,Moderate
HUR008,2021,33,2021-08-09,38.0,38.0,3,Low-Moderate
HUR008,2021,34,2021-08-16,5.0,5.0,0,Negligible
HUR008,2021,35,2021-08-23,7.0,7.0,0,Negligible
HUR008,2021,36,2021-08-30,13.0,13.0,1,Very Low
HUR008,2021,37,2021-09-06,127.0,127.0,6,Elevated
HUR008,2021,38,2021-09-13,61.0,61.0,4,Moderate
HUR008,2021,39,2021-09-20,20.0,20.0,2,Low
HUR008,2021,40,2021-09-27,26.0,26.0,3,Low-Moderate
HUR008,2021,41,2021-10-04,13.0,13.0,1,Very Low
HUR008,2021,45,2021-11-01,0.0,0.0,0,Negligible
HUR008,2021,46,2021-11-08,0.0,0.0,0,Negligible
HUR008,2022,18,2022-05-02,0.0,0.0,0,Negligible
HUR008,2022,19,2022-05-09,0.0,0.0,0,Negligible
HUR008,2022,21,2022-05-23,0.0,0.0,0,Negligible
HUR008,2022,22,2022-05-30,0.0,0.0,0,Negligible
HUR008,2022,23,2022-06-06,0.0,0.0,0,Negligible
HUR008,2022,24,2022-06-13,0.0,0.0,0,Negligible
HUR008,2022,25,2022-06-20,0.0,0.0,0,Negligible
HUR008,2022,26,2022-06-27,1.0,1.0,0,Negligible
HUR008,2022,27,2022-07-04,1.0,1.0,0,Negligible
HUR008,2022,28,2022-07-11,20.0,20.0,2,Low
HUR008,2022,29,2022-07-18,22.0,22.0,3,Low-Moderate
HUR008,2022,31,2022-08-01,2.0,2.0,0,Negligible
HUR008,2022,32,2022-08-08,3.0,3.0,0,Negligible
HUR008,2022,33,2022-08-15,57.0,57.0,4,Moderate
HUR008,2022,34,2022-08-22,16.0,16.0,2,Low
HUR008,2022,35,2022-08-29,11.0,11.0,1,Very Low
HUR008,2022,36,2022-09-05,18.0,18.0,2,Low
HUR008,2022,37,2022-09-12,8.0,8.0,0,Negligible
HUR008,2022,38,2022-09-19,10.0,10.0,1,Very Low
HUR008,2022,39,2022-09-26,28.0,28.0,3,Low-Moderate
HUR008,2022,40,2022-10-03,10.0,10.0,1,Very Low
HUR008,2022,41,2022-10-10,2.0,2.0,0,Negligible
HUR008,2023,15,2023-04-10,1.0,3.1,0,Negligible
HUR008,2023,16,2023-04-17,3.0,1.8,0,Negligible
HUR008,2023,17,2023-04-24,0.0,3.2,0,Negligible
HUR008,2023,18,2023-05-01,1.0,1.0,0,Negligible
HUR008,2023,20,2023-05-15,4.0,1.9,0,Negligible
HUR008,2023,21,2023-05-22,3.0,5.1,0,Negligible
HUR008,2023,22,2023-05-29,0.0,4.5,0,Negligible
HUR008,2023,23,2023-06-05,123.0,1.2,0,Negligible
HUR008,2023,24,2023-06-12,30.0,49.5,4,Moderate
HUR008,2023,25,2023-06-19,9.0,18.1,2,Low
HUR008,2023,26,2023-06-26,13.0,9.5,1,Very Low
HUR008,2023,27,2023-07-03,6.0,13.0,1,Very Low
HUR008,2023,28,2023-07-10,0.0,8.7,10,Outbreak
HUR008,2023,29,2023-07-17,0.0,2.0,0,Negligible
HUR008,2023,30,2023-07-24,3.0,2.1,0,Negligible
HUR008,2023,31,2023-07-31,157.0,6.0,0,Negligible
HUR008,2023,32,2023-08-07,6.0,62.1,4,Moderate
HUR008,2023,33,2023-08-14,11.0,7.7,0,Negligible
HUR008,2023,35,2023-08-28,3.0,10.3,1,Very Low
HUR008,2023,36,2023-09-04,5.0,6.1,0,Negligible
HUR008,2023,37,2023-09-11,6.0,5.6,0,Negligible
HUR008,2023,38,2023-09-18,7.0,6.2,0,Negligible
HUR008,2023,39,2023-09-25,6.0,6.5,0,Negligible
HUR008,2023,40,2023-10-02,10.0,5.9,0,Negligible
HUR008,2023,41,2023-10-09,15.0,7.6,0,Negligible
HUR008,2023,42,2023-10-16,10.0,9.9,1,Very Low
HUR008,2024,23,2024-06-03,28.0,8.3,10,Outbreak
HUR008,2024,24,2024-06-10,11.0,22.8,3,Low-Moderate
HUR008,2024,25,2024-06-17,0.0,12.6,1,Very Low
HUR008,2024,26,2024-06-24,332.0,1.6,0,Negligible
HUR008,2024,27,2024-07-01,46.0,121.4,6,Elevated
HUR008,2024,28,2024-07-08,44.0,34.0,3,Low-Moderate
HUR008,2024,29,2024-07-15,17.0,34.1,3,Low-Moderate
HUR008,2024,30,2024-07-22,37.0,17.6,2,Low
HUR008,2024,31,2024-07-29,21.0,29.0,3,Low-Moderate
HUR008,2024,32,2024-08-05,45.0,19.2,2,Low
HUR008,2024,33,2024-08-12,14.0,32.1,3,Low-Moderate
HUR008,2024,34,2024-08-19,6.0,15.9,2,Low
HUR008,2024,35,2024-08-26,10.0,7.7,0,Negligible
HUR008,2024,36,2024-09-02,9.0,10.7,1,Very Low
HUR008,2024,37,2024-09-09,83.0,10.8,1,Very Low
HUR008,2024,38,2024-09-16,487.0,41.5,4,Moderate
HUR008,2024,39,2024-09-23,298.0,111.2,6,Elevated
HUR008,2024,40,2024-09-30,25.0,94.8,6,Elevated
HUR008,2024,41,2024-10-07,42.0,19.1,2,Low
HUR008,2024,42,2024-10-14,20.0,24.8,3,Low-Moderate
HUR008,2024,43,2024-10-21,10.0,12.5,1,Very Low
HUR008,2025,18,2025-04-28,1.0,7.2,0,Negligible
HUR008,2025,20,2025-05-12,3.0,2.0,0,Negligible
HUR008,2025,21,2025-05-19,194.0,3.8,0,Negligible
HUR008,2025,22,2025-05-26,47.0,66.3,5,Moderate-High
HUR008,2025,23,2025-06-02,23.0,29.9,3,Low-Moderate
HUR008,2025,24,2025-06-09,12.0,19.1,2,Low
HUR008,2025,25,2025-06-16,1.0,13.5,1,Very Low
HUR008,2025,26,2025-06-23,10.0,3.3,0,Negligible
HUR008,2025,27,2025-06-30,5.0,10.9,1,Very Low
HUR008,2025,28,2025-07-07,2.0,7.7,0,Negligible
HUR008,2025,29,2025-07-14,9.0,5.0,0,Negligible
HUR008,2025,30,2025-07-21,0.0,11.1,1,Very Low
HUR008,2025,31,2025-07-28,2.0,1.7,0,Negligible
HUR008,2025,32,2025-08-04,4.0,4.6,0,Negligible
HUR008,2025,33,2025-08-11,3.0,7.3,0,Negligible
HUR008,2025,34,2025-08-18,4.0,5.9,0,Negligible
HUR008,2025,35,2025-08-25,3.0,6.9,0,Negligible
HUR008-EX,2018,35,2018-08-27,20.0,20.0,2,Low
HUR008-SR,2018,35,2018-08-27,22.0,22.0,3,Low-Moderate
HUR009,2018,14,2018-04-02,0.0,0.0,0,Negligible
HUR009,2018,15,2018-04-09,0.0,0.0,0,Negligible
HUR009,2018,16,2018-04-16,1.0,1.0,0,Negligible
HUR009,2018,17,2018-04-23,0.0,0.0,0,Negligible
HUR009,2018,19,2018-05-07,1.0,1.0,0,Negligible
HUR009,2018,20,2018-05-14,4.0,4.0,0,Negligible
HUR009,2018,21,2018-05-21,1695.0,1695.0,10,Outbreak
HUR009,2018,22,2018-05-28,6.0,6.0,0,Negligible
HUR009,2018,23,2018-06-04,2.0,2.0,0,Negligible
HUR009,2018,24,2018-06-11,23.0,23.0,3,Low-Moderate
HUR009,2018,25,2018-06-18,16.0,16.0,2,Low
HUR009,2018,26,2018-06-25,2.0,2.0,0,Negligible
HUR009,2018,27,2018-07-02,15.0,15.0,2,Low
