site,year,cdc_week,week_start,total_mosquitoes,predicted_count,risk_level,risk_label
SR 176 Shadow Point Lori Jennings,2024,41,2024-10-07,18.0,23.4,3,Low-Moderate
SR 176 Shadow Point Lori Jennings,2024,42,2024-10-14,17.0,14.3,10,Outbreak
SR 176 Shadow Pt. Lori,2024,39,2024-09-23,24.0,12.1,1,Very Low
SR 54 Shadow Mtn. Brown,2024,39,2024-09-23,45.0,22.0,3,Low-Moderate
SR 54 Shadow Pt. Brooke Brown,2024,41,2024-10-07,22.0,30.4,3,Low-Moderate
SR 54 Shadow Pt. Brooke Brown,2024,42,2024-10-14,64.0,16.3,2,Low
SR 545 E 200 S Evelyn,2024,40,2024-09-30,31.0,18.6,2,Low
SR 545 E 200 S Evelyn,2024,41,2024-10-07,44.0,22.0,3,Low-Moderate
SR 545 E 200 S Evelyn,2024,42,2024-10-14,21.0,25.6,3,Low-Moderate
SR STG. 100 W,2020,36,2020-08-31,48.0,48.0,4,Moderate
SR STG. 400 S,2020,36,2020-08-31,0.0,0.0,0,Negligible
SR STG. 500 S,2020,36,2020-08-31,1.0,1.0,0,Negligible
SR-1042 W. 100 N. Shadow MTN,2024,36,2024-09-02,8.0,6.9,0,Negligible
SR-159 Shadow Pt,2024,35,2024-08-26,12.0,23.0,3,Low-Moderate
SR-176 Shadow Pt,2024,30,2024-07-22,29.0,8.4,10,Outbreak
SR-176 Shadow Pt,2024,31,2024-07-29,63.0,24.8,3,Low-Moderate
SR-176 Shadow Pt,2024,32,2024-08-05,57.0,38.9,3,Low-Moderate
SR-176 Shadow Pt,2024,33,2024-08-12,58.0,37.4,3,Low-Moderate
SR-176 Shadow Pt,2024,34,2024-08-19,70.0,39.6,10,Outbreak
SR-176 Shadow Pt,2024,36,2024-09-02,166.0,37.5,3,Low-Moderate
SR-176 Shadow Pt,2024,37,2024-09-09,79.0,70.5,5,Moderate-High
SR-54 Shadow Mtn,2024,29,2024-07-15,36.0,43.4,4,Moderate
SR-54 Shadow Mtn,2024,31,2024-07-29,31.0,28.5,3,Low-Moderate
SR-54 Shadow Mtn,2024,32,2024-08-05,292.0,24.6,3,Low-Moderate
SR-54 Shadow Mtn,2024,33,2024-08-12,99.0,107.2,6,Elevated
SR-54 Shadow Mtn,2024,34,2024-08-19,115.0,55.9,4,Moderate
SR-54 Shadow Mtn,2024,36,2024-09-02,210.0,51.7,4,Moderate
SR-54 Shadow Mtn,2024,37,2024-09-09,137.0,82.0,5,Moderate-High
SR-54 Shadow Mtn,2024,38,2024-09-16,60.0,57.4,4,Moderate
SR-545 E 200 S,2024,37,2024-09-09,21.0,15.6,2,Low
SR-545 E 200 S,2024,38,2024-09-16,47.0,17.0,2,Low
SR-ALLEN LEE'S,2019,27,2019-07-01,24.0,24.0,3,Low-Moderate
SR-Cabinet Tech,2019,36,2019-09-02,12.0,12.0,1,Very Low
SR-DIVERSION DAM,2020,35,2020-08-24,9.0,9.0,1,Very Low
SR-ENTRADA,2021,25,2021-06-14,1.0,1.0,0,Negligible
SR-HAR001,2022,35,2022-08-29,10.0,10.0,1,Very Low
SR-HAR001,2022,36,2022-09-05,10.0,10.0,1,Very Low
SR-HAR001-1,2022,37,2022-09-12,8.0,8.0,0,Negligible
SR-HAR001-1,2022,38,2022-09-19,7.0,7.0,0,Negligible
SR-HAR001-1,2022,39,2022-09-26,25.0,25.0,3,Low-Moderate
SR-HAR001-1,2022,40,2022-10-03,12.0,12.0,1,Very Low
SR-HAR001-1,2022,41,2022-10-10,1.0,1.0,0,Negligible
SR-HAR001-1,2022,42,2022-10-17,8.0,8.0,0,Negligible
SR-HAR001-1,2022,43,2022-10-24,0.0,0.0,0,Negligible
SR-HAR001-2,2022,35,2022-08-29,5.0,5.0,0,Negligible
SR-HAR001-2,2022,36,2022-09-05,10.0,10.0,1,Very Low
SR-HAR001-3,2022,35,2022-08-29,15.0,15.0,2,Low
SR-HAR001-3,2022,36,2022-09-05,12.0,12.0,1,Very Low
SR-HAR001-3,2022,37,2022-09-12,6.0,6.0,0,Negligible
SR-HAR001-3,2022,38,2022-09-19,8.0,8.0,0,Negligible
SR-HAR001-3,2022,39,2022-09-26,23.0,23.0,3,Low-Moderate
SR-HAR001-3,2022,40,2022-10-03,15.0,15.0,2,Low
SR-HAR001-3,2022,41,2022-10-10,3.0,3.0,0,Negligible
SR-HAR001-3,2022,42,2022-10-17,1.0,1.0,0,Negligible
SR-HAR001-3,2022,43,2022-10-24,0.0,0.0,0,Negligible
SR-HAR001-4,2022,35,2022-08-29,10.0,10.0,1,Very Low
SR-HAR001-4,2022,36,2022-09-05,9.0,9.0,1,Very Low
SR-HAR001-4,2022,37,2022-09-12,8.0,8.0,0,Negligible
SR-HAR001-4,2022,38,2022-09-19,9.0,9.0,1,Very Low
SR-HAR001-4,2022,39,2022-09-26,18.0,18.0,2,Low
SR-HAR001-4,2022,40,2022-10-03,4.0,4.0,0,Negligible
SR-HAR001-4,2022,41,2022-10-10,4.0,4.0,0,Negligible
SR-HAR001-4,2022,42,2022-10-17,19.0,19.0,2,Low
SR-HAR001-4,2022,43,2022-10-24,0.0,0.0,0,Negligible
SR-HAR001-5,2022,37,2022-09-12,5.0,5.0,0,Negligible
SR-HAR001-5,2022,38,2022-09-19,16.0,16.0,2,Low
SR-HAR001-5,2022,39,2022-09-26,40.0,40.0,4,Moderate
SR-HAR001-5,2022,40,2022-10-03,33.0,33.0,3,Low-Moderate
SR-HAR001-5,2022,41,2022-10-10,2.0,2.0,0,Negligible
SR-HAR001-5,2022,42,2022-10-17,36.0,36.0,3,Low-Moderate
SR-HAR001-5,2022,43,2022-10-24,1.0,1.0,0,Negligible
SR-Heidi Wright,2019,33,2019-08-12,1.0,1.0,0,Negligible
SR-Judy's Pond,2025,26,2025-06-23,51.0,33.9,3,Low-Moderate
SR-MIDDLETON,2020,22,2020-05-25,32.0,32.0,3,Low-Moderate
SR-RIO VIRGIN,2019,26,2019-06-24,40.0,40.0,4,Moderate
SR-RIO VIRGIN,2019,27,2019-07-01,15.0,15.0,2,Low
SR-ROC,2021,38,2021-09-13,81.0,81.0,5,Moderate-High
SR-ROC,2021,39,2021-09-20,1.0,1.0,0,Negligible
SR-ROCKVILLE,2022,40,2022-10-03,23.0,23.0,3,Low-Moderate
SR-SGE,2021,39,2021-09-20,30.0,30.0,3,Low-Moderate
SR-SPR,2021,36,2021-08-30,10.0,10.0,1,Very Low
SR-SPR,2021,37,2021-09-06,2.0,2.0,0,Negligible
SR-SPR,2021,38,2021-09-13,6.0,6.0,0,Negligible
SR-SPR,2021,39,2021-09-20,6.0,6.0,0,Negligible
SR-SPR,2021,40,2021-09-20,5.0,5.0,0,Negligible
SR-SPR,2021,41,2021-10-04,1.0,1.0,0,Negligible
SR-SPR,2021,43,2021-10-18,2.0,2.0,0,Negligible
SR-SPR1,2021,35,2021-08-23,29.0,29.0,3,Low-Moderate
SR-SPR2,2021,35,2021-08-23,24.0,24.0,3,Low-Moderate
SR-SPR4,2021,35,2021-08-23,1.0,1.0,0,Negligible
SR-SPR5,2021,35,2021-08-23,1.0,1.0,0,Negligible
SR-SPR6,2021,35,2021-08-23,12.0,12.0,1,Very Low
SR-STG,2018,21,2018-05-21,5.0,5.0,0,Negligible
SR-STG 100 W,2020,35,2020-08-24,4.0,4.0,0,Negligible
SR-Shargri La,2025,34,2025-08-18,0.0,1.8,0,Negligible
SR-WAS,2018,23,2018-06-04,470.0,470.0,10,Outbreak
SR2,2020,37,2020-09-07,2.0,2.0,0,Negligible
SR3,2020,37,2020-09-07,0.0,0.0,0,Negligible
SR4,2020,37,2020-09-07,9.0,9.0,1,Very Low
SUNRIVER,2020,21,2020-05-18,1.0,1.0,0,Negligible
SUNRIVER,2020,22,2020-05-25,12.0,12.0,1,Very Low
Sky Mountain-SR,2022,32,2022-08-08,2.0,2.0,0,Negligible
TOQ001,2018,14,2018-04-02,0.0,0.0,0,Negligible
TOQ001,2018,15,2018-04-09,3.0,3.0,0,Negligible
TOQ001,2018,16,2018-04-16,4.0,4.0,0,Negligible
TOQ001,2018,17,2018-04-23,6.0,6.0,0,Negligible
TOQ001,2018,19,2018-05-07,0.0,0.0,0,Negligible
TOQ001,2018,20,2018-05-14,1.0,1.0,0,Negligible
TOQ001,2018,21,2018-05-21,0.0,0.0,0,Negligible
TOQ001,2018,22,2018-05-28,1.0,1.0,0,Negligible
TOQ001,2018,23,2018-06-04,1.0,1.0,0,Negligible
TOQ001,2018,24,2018-06-11,1.0,1.0,0,Negligible
TOQ001,2018,25,2018-06-18,0.0,0.0,0,Negligible
TOQ001,2018,26,2018-06-25,2.0,2.0,0,Negligible
TOQ001,2018,27,2018-07-02,0.0,0.0,0,Negligible
TOQ001,2018,28,2018-07-09,2.0,2.0,0,Negligible
TOQ001,2018,29,2018-07-16,10.0,10.0,1,Very Low
TOQ001,2018,30,2018-07-23,5.0,5.0,0,Negligible
TOQ001,2018,31,2018-07-30,10.0,10.0,1,Very Low
TOQ001,2018,32,2018-08-06,6.0,6.0,0,Negligible
TOQ001,2018,33,2018-08-13,11.0,11.0,1,Very Low
TOQ001,2018,35,2018-08-27,10.0,10.0,1,Very Low
TOQ001,2019,17,2019-04-22,20.0,20.0,2,Low
TOQ001,2019,20,2019-05-13,6.0,6.0,0,Negligible
TOQ001,2019,23,2019-06-03,9.0,9.0,1,Very Low
TOQ001,2019,24,2019-06-10,8.0,8.0,0,Negligible
TOQ001,2019,25,2019-06-17,7.0,7.0,0,Negligible
TOQ001,2019,26,2019-06-24,0.0,0.0,0,Negligible
TOQ001,2019,27,2019-07-01,0.0,0.0,0,Negligible
TOQ001,2019,28,2019-07-08,0.0,0.0,0,Negligible
TOQ001,2019,29,2019-07-15,0.0,0.0,0,Negligible
TOQ001,2019,30,2019-07-22,0.0,0.0,0,Negligible
TOQ001,2019,31,2019-07-29,0.0,0.0,0,Negligible
TOQ001,2019,32,2019-08-05,0.0,0.0,0,Negligible
TOQ001,2019,33,2019-08-12,0.0,0.0,0,Negligible
TOQ001,2022,31,2022-08-01,8.0,8.0,0,Negligible
TOQ001,2022,33,2022-08-15,5.0,5.0,0,Negligible
TOQ001,2023,20,2023-05-15,6.0,6.3,0,Negligible
TOQ001,2023,21,2023-05-22,3.0,6.5,0,Negligible
TOQ002,2018,14,2018-04-02,0.0,0.0,0,Negligible
TOQ002,2018,15,2018-04-09,0.0,0.0,0,Negligible
TOQ002,2018,16,2018-04-16,0.0,0.0,0,Negligible
TOQ002,2018,17,2018-04-23,2.0,2.0,0,Negligible
TOQ002,2018,19,2018-05-07,1.0,1.0,0,Negligible
TOQ002,2018,20,2018-05-14,0.0,0.0,0,Negligible
TOQ002,2018,21,2018-05-21,2.0,2.0,0,Negligible
TOQ002,2018,22,2018-05-28,0.0,0.0,0,Negligible
TOQ002,2018,23,2018-06-04,0.0,0.0,0,Negligible
TOQ002,2018,24,2018-06-11,0.0,0.0,0,Negligible
TOQ002,2018,25,2018-06-18,1.0,1.0,0,Negligible
TOQ002,2018,26,2018-06-25,3.0,3.0,0,Negligible
TOQ002,2018,27,2018-07-02,0.0,0.0,0,Negligible
TOQ002,2018,28,2018-07-09,0.0,0.0,0,Negligible
TOQ002,2018,29,2018-07-16,0.0,0.0,0,Negligible
TOQ002,2018,30,2018-07-23,3.0,3.0,0,Negligible
TOQ002,2018,31,2018-07-30,0.0,0.0,0,Negligible
TOQ002,2018,32,2018-08-06,0.0,0.0,0,Negligible
TOQ002,2018,33,2018-08-13,5.0,5.0,0,Negligible
TOQ002,2018,35,2018-08-27,4.0,4.0,0,Negligible
TOQ002,2019,24,2019-06-10,0.0,0.0,0,Negligible
TOQ002,2019,25,2019-06-17,0.0,0.0,0,Negligible
TOQ002,2019,26,2019-06-24,0.0,0.0,0,Negligible
TOQ002,2019,27,2019-07-01,0.0,0.0,0,Negligible
TOQ002,2019,28,2019-07-08,0.0,0.0,0,Negligible
TOQ002,2019,29,2019-07-15,45.0,45.0,4,Moderate
TOQ002,2019,30,2019-07-22,20.0,20.0,2,Low
TOQ002,2019,31,2019-07-29,49.0,49.0,4,Moderate
TOQ002,2019,32,2019-08-05,63.0,63.0,4,Moderate
TOQ002,2019,33,2019-08-12,144.0,144.0,6,Elevated
TOQ002,2019,34,2019-08-19,104.0,104.0,6,Elevated
TOQ002,2019,35,2019-08-26,93.0,93.0,6,Elevated
TOQ002,2019,36,2019-09-02,48.0,48.0,4,Moderate
TOQ002,2019,37,2019-09-09,16.0,16.0,2,Low
TOQ002,2019,38,2019-09-16,11.0,11.0,1,Very Low
TOQ002,2019,39,2019-09-23,30.0,30.0,3,Low-Moderate
TOQ002,2020,21,2020-05-18,0.0,0.0,0,Negligible
TOQ002,2020,23,2020-06-01,0.0,0.0,0,Negligible
TOQ002,2020,29,2020-07-13,6.0,6.0,0,Negligible
TOQ002,2020,30,2020-07-20,5.0,5.0,0,Negligible
TOQ002,2020,31,2020-07-27,11.0,11.0,1,Very Low
TOQ002,2020,32,2020-08-03,23.0,23.0,3,Low-Moderate
TOQ002,2020,33,2020-08-10,16.0,16.0,2,Low
TOQ002,2020,34,2020-08-17,22.0,22.0,3,Low-Moderate
TOQ002,2021,21,2021-05-17,0.0,0.0,0,Negligible
TOQ002,2021,25,2021-06-14,3.0,3.0,0,Negligible
TOQ002,2021,28,2021-07-05,4.0,4.0,0,Negligible
TOQ002,2021,33,2021-08-09,9.0,9.0,1,Very Low
TOQ002,2021,34,2021-08-16,0.0,0.0,0,Negligible
TOQ002,2021,35,2021-08-23,0.0,0.0,0,Negligible
TOQ002,2021,36,2021-08-30,0.0,0.0,0,Negligible
TOQ002,2021,37,2021-09-06,0.0,0.0,0,Negligible
TOQ002,2021,38,2021-09-13,0.0,0.0,0,Negligible
TOQ002,2022,26,2022-06-27,0.0,0.0,0,Negligible
TOQ002,2024,27,2024-07-01,1.0,1.9,0,Negligible
TOQ002,2024,35,2024-08-26,3.0,3.6,0,Negligible
TOQ002,2025,30,2025-07-21,0.0,5.1,0,Negligible
TOQ002,2025,35,2025-08-25,18.0,1.7,0,Negligible
VIEW POINT POND,2021,23,2021-05-31,100.0,100.0,6,Elevated
VIEW POINT SR,2021,20,2021-05-10,3008.0,3008.0,10,Outbreak
VIEW POINT SR,2021,21,2021-05-17,1228.0,1228.0,10,Outbreak
VIEW POINTE POND,2021,23,2021-05-31,23.0,23.0,3,Low-Moderate
VIEW POINTE SR,2021,22,2021-05-24,36.0,36.0,3,Low-Moderate
VIR001,2018,17,2018-04-23,18.0,18.0,2,Low
VIR001,2018,20,2018-05-14,10.0,10.0,1,Very Low
VIR001,2018,21,2018-05-21,25.0,25.0,3,Low-Moderate
VIR001,2018,22,2018-05-28,11.0,11.0,1,Very Low
VIR001,2018,23,2018-06-04,10.0,10.0,1,Very Low
VIR001,2018,24,2018-06-11,36.0,36.0,3,Low-Moderate
VIR001,2018,25,2018-06-18,1.0,1.0,0,Negligible
VIR001,2018,26,2018-06-25,0.0,0.0,0,Negligible
VIR001,2018,27,2018-07-02,0.0,0.0,0,Negligible
VIR001,2018,28,2018-07-09,4.0,4.0,0,Negligible
VIR001,2018,29,2018-07-16,5.0,5.0,0,Negligible
VIR001,2018,30,2018-07-23,2.0,2.0,0,Negligible
VIR001,2018,31,2018-07-30,2.0,2.0,0,Negligible
VIR001,2018,32,2018-08-06,3.0,3.0,0,Negligible
VIR001,2018,33,2018-08-13,2.0,2.0,0,Negligible
VIR001,2018,35,2018-08-27,1.0,1.0,0,Negligible
VIR001,2018,37,2018-09-10,0.0,0.0,0,Negligible
VIR001,2018,38,2018-09-17,2.0,2.0,0,Negligible
VIR001,2018,39,2018-09-24,1.0,1.0,0,Negligible
VIR001,2019,20,2019-05-13,1.0,1.0,0,Negligible
VIR001,2019,23,2019-06-03,508.0,508.0,10,Outbreak
VIR001,2019,24,2019-06-10,103.0,103.0,6,Elevated
VIR001,2019,25,2019-06-17,2.0,2.0,0,Negligible
VIR001,2019,26,2019-06-24,3.0,3.0,0,Negligible
VIR004,2018,17,2018-04-23,1.0,1.0,0,Negligible
VIR004,2018,19,2018-05-07,5.0,5.0,0,Negligible
VIR004,2018,21,2018-05-21,0.0,0.0,0,Negligible
VIR004,2018,22,2018-05-28,14.0,14.0,1,Very Low
VIR004,2018,23,2018-06-04,10.0,10.0,1,Very Low
VIR004,2018,24,2018-06-11,25.0,25.0,3,Low-Moderate
VIR004,2018,25,2018-06-18,8.0,8.0,0,Negligible
VIR004,2018,26,2018-06-25,0.0,0.0,0,Negligible
VIR004,2018,27,2018-07-02,11.0,11.0,1,Very Low
VIR004,2018,28,2018-07-09,16.0,16.0,2,Low
VIR004,2018,29,2018-07-16,10.0,10.0,1,Very Low
VIR004,2018,30,2018-07-23,9.0,9.0,1,Very Low
VIR004,2018,31,2018-07-30,17.0,17.0,2,Low
VIR004,2018,32,2018-08-06,11.0,11.0,1,Very Low
VIR004,2018,33,2018-08-13,23.0,23.0,3,Low-Moderate
VIR004,2018,35,2018-08-27,0.0,0.0,0,Negligible
VIR004,2019,29,2019-07-15,17.0,17.0,2,Low
VIR004,2023,38,2023-09-18,4.0,16.7,2,Low
VIR006,2019,31,2019-07-29,80.0,80.0,5,Moderate-High
VIR006,2019,32,2019-08-05,193.0,193.0,7,High
VIR006,2019,33,2019-08-12,93.0,93.0,6,Elevated
VIR006,2019,34,2019-08-19,50.0,50.0,4,Moderate
VIR006,2019,35,2019-08-26,14.0,14.0,1,Very Low
VIR006,2019,36,2019-09-02,8.0,8.0,0,Negligible
VIR006,2019,37,2019-09-09,191.0,191.0,7,High
VIR006,2019,38,2019-09-16,34.0,34.0,3,Low-Moderate
VIR006,2019,39,2019-09-23,115.0,115.0,6,Elevated
VIR006,2019,40,2019-09-23,5.0,5.0,0,Negligible
VIR006,2020,23,2020-06-01,0.0,0.0,0,Negligible
VIR006,2020,24,2020-06-08,1.0,1.0,0,Negligible
VIR006,2020,25,2020-06-15,1.0,1.0,0,Negligible
VIR006,2020,26,2020-06-22,5.0,5.0,0,Negligible
VIR006,2020,27,2020-06-29,7.0,7.0,0,Negligible
VIR006,2020,28,2020-07-06,6.0,6.0,0,Negligible
VIR006,2020,29,2020-07-13,4.0,4.0,0,Negligible
VIR006,2020,30,2020-07-20,6.0,6.0,0,Negligible
VIR006,2020,31,2020-07-27,1.0,1.0,0,Negligible
VIR006,2020,32,2020-08-03,2.0,2.0,0,Negligible
VIR006,2020,33,2020-08-10,8.0,8.0,0,Negligible
VIR006,2020,34,2020-08-17,11.0,11.0,1,Very Low
VIR006,2020,35,2020-08-24,44.0,44.0,4,Moderate
VIR006,2020,36,2020-08-31,10.0,10.0,1,Very Low
VIR006,2020,38,2020-09-14,19.0,19.0,2,Low
VIR006,2020,39,2020-09-21,14.0,14.0,1,Very Low
VIR006,2020,40,2020-09-28,5.0,5.0,0,Negligible
VIR006,2020,41,2020-10-05,3.0,3.0,0,Negligible
VIR006,2021,16,2021-04-12,3.0,3.0,0,Negligible
VIR006,2021,17,2021-04-19,1.0,1.0,0,Negligible
VIR006,2021,19,2021-05-03,18.0,18.0,2,Low
VIR006,2021,20,2021-05-10,5.0,5.0,0,Negligible
VIR006,2021,21,2021-05-17,8.0,8.0,0,Negligible
VIR006,2021,22,2021-05-24,2.0,2.0,0,Negligible
VIR006,2021,23,2021-05-31,4.0,4.0,0,Negligible
VIR006,2021,24,2021-06-07,8.0,8.0,0,Negligible
VIR006,2021,25,2021-06-14,7.0,7.0,0,Negligible
VIR006,2021,26,2021-06-21,2.0,2.0,0,Negligible
VIR006,2021,27,2021-06-28,6.0,6.0,0,Negligible
VIR006,2021,28,2021-07-05,10.0,10.0,1,Very Low
VIR006,2021,29,2021-07-12,12.0,12.0,1,Very Low
VIR006,2021,30,2021-07-19,16.0,16.0,2,Low
VIR006,2021,31,2021-07-26,11.0,11.0,1,Very Low
VIR006,2021,32,2021-08-02,8.0,8.0,0,Negligible
VIR006,2021,33,2021-08-09,14.0,14.0,1,Very Low
VIR006,2021,34,2021-08-16,28.0,28.0,3,Low-Moderate
VIR006,2021,35,2021-08-23,4.0,4.0,0,Negligible
VIR006,2021,36,2021-08-30,40.0,40.0,4,Moderate
VIR006,2021,37,2021-09-06,40.0,40.0,4,Moderate
VIR006,2021,38,2021-09-13,24.0,24.0,3,Low-Moderate
VIR006,2021,39,2021-09-20,29.0,29.0,3,Low-Moderate
VIR006,2021,40,2021-09-27,22.0,22.0,3,Low-Moderate
VIR006,2021,41,2021-10-04,22.0,22.0,3,Low-Moderate
VIR006,2021,43,2021-10-18,1.0,1.0,0,Negligible
VIR006,2021,45,2021-11-01,7.0,7.0,0,Negligible
VIR006,2021,46,2021-11-08,1.0,1.0,0,Negligible
VIR006,2022,17,2022-04-25,2.0,2.0,0,Negligible
VIR006,2022,18,2022-05-02,11.0,11.0,1,Very Low
VIR006,2022,19,2022-05-09,2.0,2.0,0,Negligible
VIR006,2022,21,2022-05-23,4.0,4.0,0,Negligible
VIR006,2022,23,2022-06-06,21.0,21.0,2,Low
VIR006,2022,24,2022-06-13,6.0,6.0,0,Negligible
VIR006,2022,25,2022-06-20,33.0,33.0,3,Low-Moderate
VIR006,2022,26,2022-06-27,9.0,9.0,1,Very Low
VIR006,2022,28,2022-07-11,8.0,8.0,0,Negligible
VIR006,2022,29,2022-07-18,17.0,17.0,2,Low
VIR006,2022,31,2022-08-01,7.0,7.0,0,Negligible
VIR006,2022,32,2022-08-08,11.0,11.0,1,Very Low
VIR006,2022,33,2022-08-15,6.0,6.0,0,Negligible
VIR006,2022,34,2022-08-22,11.0,11.0,1,Very Low
VIR006,2022,35,2022-08-29,34.0,34.0,3,Low-Moderate
VIR006,2022,36,2022-09-05,35.0,35.0,3,Low-Moderate
VIR006,2022,38,2022-09-19,28.0,28.0,3,Low-Moderate
VIR006,2022,39,2022-09-26,14.0,14.0,1,Very Low
VIR006,2022,41,2022-10-10,5.0,5.0,0,Negligible
VIR006,2022,42,2022-10-17,16.0,16.0,2,Low
VIR006,2023,20,2023-05-15,2.0,10.3,1,Very Low
VIR006,2023,22,2023-05-29,0.0,3.4,0,Negligible
VIR007,2022,38,2022-09-19,120.0,120.0,6,Elevated
VIR007,2022,39,2022-09-26,68.0,68.0,5,Moderate-High
VIR008,2023,22,2023-05-29,69.0,20.1,2,Low
VIR008,2023,23,2023-06-05,295.0,32.7,3,Low-Moderate
VIR008,2023,24,2023-06-12,526.0,87.1,10,Outbreak
VIR008,2023,25,2023-06-19,330.0,116.3,6,Elevated
VIR008,2023,26,2023-06-26,25.0,97.9,6,Elevated
VIR008,2023,27,2023-07-03,140.0,19.8,2,Low
VIR008,2023,28,2023-07-10,93.0,65.1,5,Moderate-High
VIR008,2023,29,2023-07-17,73.0,53.1,4,Moderate
VIR008,2023,30,2023-07-24,393.0,47.3,4,Moderate
VIR008,2023,31,2023-07-31,14.0,131.3,6,Elevated
VIR008,2023,32,2023-08-07,127.0,13.0,1,Very Low
VIR008,2023,33,2023-08-14,98.0,54.6,4,Moderate
VIR008,2023,35,2023-08-28,92.0,42.4,4,Moderate
VIR008,2023,36,2023-09-04,137.0,52.3,4,Moderate
VIR008,2023,37,2023-09-11,135.0,48.2,4,Moderate
VIR008,2023,38,2023-09-18,85.0,47.3,4,Moderate
VIR008,2023,39,2023-09-25,73.0,33.5,3,Low-Moderate
VIR008,2023,40,2023-10-02,2.0,30.4,3,Low-Moderate
VIR008,2023,41,2023-10-09,14.0,2.8,0,Negligible
VIR008,2023,42,2023-10-16,29.0,9.5,1,Very Low
VIR008,2023,43,2023-10-23,3.0,16.7,2,Low
VIR008,2024,17,2024-04-22,4.0,3.0,0,Negligible
VIR008,2024,18,2024-04-29,1.0,4.2,0,Negligible
VIR008,2024,19,2024-05-06,0.0,2.0,0,Negligible
VIR008,2024,20,2024-05-13,5.0,0.8,0,Negligible
VIR008,2024,21,2024-05-20,31.0,6.3,0,Negligible
VIR008,2024,22,2024-05-27,12.0,19.0,2,Low
VIR008,2024,23,2024-06-03,25.0,11.8,1,Very Low
VIR008,2024,24,2024-06-10,18.0,21.2,10,Outbreak
VIR008,2024,25,2024-06-17,4.0,17.2,2,Low
VIR008,2024,26,2024-06-24,11.0,6.4,0,Negligible
VIR008,2024,27,2024-07-01,9.0,13.6,1,Very Low
VIR008,2024,28,2024-07-08,11.0,12.0,1,Very Low
VIR008,2024,29,2024-07-15,21.0,14.1,10,Outbreak
VIR008,2024,30,2024-07-22,11.0,20.2,2,Low
VIR008,2024,31,2024-07-29,6.0,13.3,1,Very Low
VIR008,2024,32,2024-08-05,15.0,8.7,10,Outbreak
VIR008,2024,33,2024-08-12,9.0,15.8,2,Low
VIR008,2024,34,2024-08-19,9.0,12.0,1,Very Low
VIR008,2024,35,2024-08-26,8.0,10.0,1,Very Low
VIR008,2024,36,2024-09-02,8.0,9.3,1,Very Low
VIR008,2024,37,2024-09-09,14.0,10.0,1,Very Low
VIR008,2024,38,2024-09-16,24.0,13.1,1,Very Low
VIR008,2024,39,2024-09-23,34.0,15.8,2,Low
VIR008,2024,40,2024-09-30,28.0,23.3,3,Low-Moderate
VIR008,2024,41,2024-10-07,72.0,20.6,2,Low
VIR008,2024,42,2024-10-14,11.0,35.3,3,Low-Moderate
VIR008,2024,43,2024-10-21,12.0,8.4,10,Outbreak
VIR008,2025,20,2025-05-12,10.0,8.1,10,Outbreak
VIR008,2025,21,2025-05-19,2.0,8.2,10,Outbreak
VIR008,2025,22,2025-05-26,10.0,3.7,0,Negligible
VIR008,2025,23,2025-06-02,7.0,11.0,1,Very Low
VIR008,2025,24,2025-06-09,12.0,9.0,1,Very Low
VIR008,2025,25,2025-06-16,35.0,13.5,1,Very Low
VIR008,2025,26,2025-06-23,11.0,26.6,3,Low-Moderate
VIR008,2025,27,2025-06-30,19.0,11.6,1,Very Low
VIR008,2025,28,2025-07-07,25.0,17.7,2,Low
VIR008,2025,32,2025-08-04,4.0,22.8,3,Low-Moderate
WA006,2020,25,2020-06-15,7.0,7.0,0,Negligible
WAS001,2018,14,2018-04-02,1.0,1.0,0,Negligible
WAS001,2018,15,2018-04-09,3.0,3.0,0,Negligible
WAS001,2018,16,2018-04-16,0.0,0.0,0,Negligible
WAS001,2018,17,2018-04-23,7.0,7.0,0,Negligible
WAS001,2018,18,2018-04-30,1.0,1.0,0,Negligible
WAS001,2018,19,2018-05-07,4.0,4.0,0,Negligible
WAS001,2018,20,2018-05-14,2.0,2.0,0,Negligible
WAS001,2018,21,2018-05-21,1.0,1.0,0,Negligible
WAS001,2018,22,2018-05-28,3.0,3.0,0,Negligible
WAS001,2018,23,2018-06-04,4.0,4.0,0,Negligible
WAS001,2018,24,2018-06-11,4.0,4.0,0,Negligible
WAS001,2018,25,2018-06-18,0.0,0.0,0,Negligible
WAS001,2018,26,2018-06-25,7.0,7.0,0,Negligible
WAS001,2018,27,2018-07-02,3.0,3.0,0,Negligible
WAS001,2018,28,2018-07-09,3.0,3.0,0,Negligible
WAS001,2018,29,2018-07-16,24.0,24.0,3,Low-Moderate
WAS001,2018,30,2018-07-23,125.0,125.0,6,Elevated
WAS001,2018,31,2018-07-30,406.0,406.0,10,Outbreak
WAS001,2018,32,2018-08-06,168.0,168.0,7,High
WAS001,2018,33,2018-08-13,210.0,210.0,8,Very High
WAS001,2018,34,2018-08-20,14.0,14.0,1,Very Low
WAS001,2018,35,2018-08-27,205.0,205.0,8,Very High
WAS001,2018,36,2018-09-03,356.0,356.0,9,Severe
WAS001,2018,37,2018-09-10,194.0,194.0,7,High
WAS001,2018,38,2018-09-17,86.0,86.0,5,Moderate-High
WAS001,2018,39,2018-09-24,58.0,58.0,4,Moderate
WAS001,2018,41,2018-10-08,17.0,17.0,2,Low
