site,date,species,count,year,wnv,wee,sle,area,lat,lon
WAS008,2016-02-17,AnFre,1.0,2016,,,,WAS,37.15,-113.47
SGE003,2016-03-02,CxTar,1.0,2016,,,,SGE,37.1177,-113.5582
SGE003,2016-03-02,AnFre,1.0,2016,,,,SGE,37.1177,-113.5582
SGE007,2016-03-02,CxTar,1.0,2016,,,,SGE,37.085,-113.565
SGE009,2016-03-02,CxTar,5.0,2016,False,False,,SGE,37.09,-113.62
WAS008,2016-03-02,CxTar,10.0,2016,False,False,,WAS,37.15,-113.47
SGE009,2016-03-09,CxTar,9.0,2016,False,False,,SGE,37.09,-113.62
SCL001,2016-03-16,CxTar,1.0,2016,,,,SCL,37.137,-113.653
SGE009,2016-03-16,CxTar,1.0,2016,,,,SGE,37.09,-113.62
SGE009,2016-03-16,OcDor,1.0,2016,,,,SGE,37.09,-113.62
WAS008,2016-03-16,CxTar,1.0,2016,,,,WAS,37.15,-113.47
IVI002,2016-03-22,CxTar,1.0,2016,,,,IVI,37.1649,-113.6794
WAS001,2016-03-22,CxTar,4.0,2016,,,,WAS,37.129,-113.505
WAS008,2016-03-24,CxTar,3.0,2016,,,,WAS,37.15,-113.47
WAS008,2016-03-24,CxEry,2.0,2016,,,,WAS,37.15,-113.47
SGE007,2016-03-29,CxEry,1.0,2016,,,,SGE,37.085,-113.565
WAS001,2016-03-29,CxTar,1.0,2016,,,,WAS,37.129,-113.505
IVI002,2016-04-05,CxTar,3.0,2016,,,,IVI,37.1649,-113.6794
IVI003,2016-04-05,CxTar,1.0,2016,,,,IVI,37.168,-113.686
SCL001,2016-04-05,CxTar,1.0,2016,,,,SCL,37.137,-113.653
SGE007,2016-04-05,CxEry,1.0,2016,,,,SGE,37.085,-113.565
SGE001,2016-04-06,CxTar,2.0,2016,,,,SGE,37.1041,-113.5841
SGE002,2016-04-06,CxTar,6.0,2016,False,False,,SGE,37.0977,-113.5685
SGE003,2016-04-06,CxTar,1.0,2016,,,,SGE,37.1177,-113.5582
SGE008,2016-04-06,CxTar,1.0,2016,,,,SGE,37.1041,-113.5841
SGE009,2016-04-06,CxTar,2.0,2016,,,,SGE,37.09,-113.62
SGE009,2016-04-06,OcDor,1.0,2016,,,,SGE,37.09,-113.62
HAR001,2016-04-07,CuInc,3.0,2016,,,,HAR,37.1753,-113.2892
VIR001,2016-04-07,CxEry,1.0,2016,,,,VIR,37.2167,-113.25
VIR001,2016-04-07,CuIno,2.0,2016,,,,VIR,37.2167,-113.25
VIR001,2016-04-07,CuIno,1.0,2016,,,,VIR,37.2167,-113.25
VIR004,2016-04-07,CxTar,2.0,2016,,,,VIR,37.2167,-113.25
WAS008,2016-04-07,CxTar,53.0,2016,False,False,,WAS,37.15,-113.47
WAS008,2016-04-07,CxTar,1.0,2016,,,,WAS,37.15,-113.47
IVI003,2016-04-12,CxTar,3.0,2016,,,,IVI,37.168,-113.686
IVI003,2016-04-12,CuInc,1.0,2016,,,,IVI,37.168,-113.686
SCL001,2016-04-12,CxTar,23.0,2016,False,False,,SCL,37.137,-113.653
SCL004,2016-04-12,CxTar,1.0,2016,,,,SCL,37.149,-113.66
SGE007,2016-04-12,CxTar,1.0,2016,,,,SGE,37.085,-113.565
SGE010,2016-04-12,CxTar,2.0,2016,,,,SGE,37.1041,-113.5841
WAS001,2016-04-12,CxTar,1.0,2016,,,,WAS,37.129,-113.505
SGE001,2016-04-13,CxTar,3.0,2016,,,,SGE,37.1041,-113.5841
SGE002,2016-04-13,CxTar,6.0,2016,False,False,,SGE,37.0977,-113.5685
SGE003,2016-04-13,CxTar,2.0,2016,,,,SGE,37.1177,-113.5582
SGE003,2016-04-13,CxPip/Qui,1.0,2016,,,,SGE,37.1177,-113.5582
SGE008,2016-04-13,CxTar,1.0,2016,,,,SGE,37.1041,-113.5841
SGE009,2016-04-13,CuIno,1.0,2016,,,,SGE,37.09,-113.62
SGE009,2016-04-13,OcDor,6.0,2016,,,,SGE,37.09,-113.62
TOQ001,2016-04-14,CxTar,1.0,2016,,,,TOQ,37.2437,-113.3014
TOQ002,2016-04-14,CxTar,1.0,2016,,,,TOQ,37.243,-113.297
VIR001,2016-04-14,CxEry,1.0,2016,,,,VIR,37.2167,-113.25
VIR004,2016-04-14,CxTar,1.0,2016,,,,VIR,37.2167,-113.25
WAS008,2016-04-14,CxTar,53.0,2016,False,False,,WAS,37.15,-113.47
WAS008,2016-04-14,CxEry,4.0,2016,,,,WAS,37.15,-113.47
WAS008,2016-04-14,AnFre,1.0,2016,,,,WAS,37.15,-113.47
IVI002,2016-04-19,CxTar,2.0,2016,,,,IVI,37.1649,-113.6794
IVI003,2016-04-19,CxTar,1.0,2016,,,,IVI,37.168,-113.686
SCL001,2016-04-19,CxTar,18.0,2016,False,False,,SCL,37.137,-113.653
SGE010,2016-04-19,CxTar,1.0,2016,,,,SGE,37.1041,-113.5841
HUR008,2016-04-20,OcNig,7.0,2016,,,,HUR,37.175,-113.3
HUR008,2016-04-20,AeVex,14.0,2016,,,,HUR,37.175,-113.3
SGE003,2016-04-20,CxTar,1.0,2016,,,,SGE,37.1177,-113.5582
SGE009,2016-04-20,OcDor,1.0,2016,,,,SGE,37.09,-113.62
LEE002,2016-04-21,CxTar,1.0,2016,,,,LEE,37.2394,-113.3603
TOQ001,2016-04-21,CuIno,1.0,2016,,,,TOQ,37.2437,-113.3014
VIR001,2016-04-21,CxTar,3.0,2016,,,,VIR,37.2167,-113.25
VIR001,2016-04-21,CxEry,2.0,2016,,,,VIR,37.2167,-113.25
VIR004,2016-04-21,CxTar,3.0,2016,,,,VIR,37.2167,-113.25
WAS008,2016-04-21,CxTar,52.0,2016,False,False,,WAS,37.15,-113.47
WAS008,2016-04-21,CuIno,2.0,2016,,,,WAS,37.15,-113.47
WAS008,2016-04-21,AnFre,1.0,2016,,,,WAS,37.15,-113.47
SCL001,2016-04-27,CxTar,13.0,2016,False,False,,SCL,37.137,-113.653
SCL004,2016-04-27,AnFre,3.0,2016,,,,SCL,37.149,-113.66
SGE011,2016-04-27,CxTar,1.0,2016,,,,SGE,37.1041,-113.5841
SGE001,2016-04-28,CxTar,1.0,2016,,,,SGE,37.1041,-113.5841
SGE002,2016-04-28,CxTar,8.0,2016,,,,SGE,37.0977,-113.5685
SGE003,2016-04-28,CxTar,1.0,2016,,,,SGE,37.1177,-113.5582
SGE003,2016-04-28,CuIno,1.0,2016,,,,SGE,37.1177,-113.5582
SGE009,2016-04-28,CxTar,1.0,2016,,,,SGE,37.09,-113.62
SGE009,2016-04-28,CuIno,1.0,2016,,,,SGE,37.09,-113.62
HAR001,2016-04-29,CuIno,1.0,2016,,,,HAR,37.1753,-113.2892
VIR001,2016-04-29,CxEry,2.0,2016,,,,VIR,37.2167,-113.25
WAS008,2016-04-29,CxTar,1.0,2016,,,,WAS,37.15,-113.47
IVI002,2016-05-03,CxTar,6.0,2016,False,False,,IVI,37.1649,-113.6794
IVI003,2016-05-03,CxTar,3.0,2016,,,,IVI,37.168,-113.686
SCL001,2016-05-03,CxTar,9.0,2016,False,False,,SCL,37.137,-113.653
SCL004,2016-05-03,AnFre,2.0,2016,,,,SCL,37.149,-113.66
SCL004,2016-05-03,CxEry,2.0,2016,,,,SCL,37.149,-113.66
SCL004,2016-05-03,CxTar,1.0,2016,,,,SCL,37.149,-113.66
SGE007,2016-05-03,CxEry,3.0,2016,,,,SGE,37.085,-113.565
WAS001,2016-05-03,AeVex,4.0,2016,,,,WAS,37.129,-113.505
HUR008,2016-05-04,CxTar,1.0,2016,,,,HUR,37.175,-113.3
SGE001,2016-05-04,AnFre,1.0,2016,,,,SGE,37.1041,-113.5841
SGE001,2016-05-04,CxTar,2.0,2016,,,,SGE,37.1041,-113.5841
SGE002,2016-05-04,CxTar,3.0,2016,,,,SGE,37.0977,-113.5685
SGE003,2016-05-04,AnFre,1.0,2016,,,,SGE,37.1177,-113.5582
SGE003,2016-05-04,CxTar,1.0,2016,,,,SGE,37.1177,-113.5582
SGE009,2016-05-04,CxTar,8.0,2016,False,False,,SGE,37.09,-113.62
HAR001,2016-05-05,CxTar,1.0,2016,,,,HAR,37.1753,-113.2892
LEE002,2016-05-05,CxTar,1.0,2016,,,,LEE,37.2394,-113.3603
TOQ002,2016-05-05,CxTar,1.0,2016,,,,TOQ,37.243,-113.297
VIR001,2016-05-05,CxEry,6.0,2016,False,False,,VIR,37.2167,-113.25
VIR001,2016-05-05,CxEry,3.0,2016,,,,VIR,37.2167,-113.25
VIR001,2016-05-05,CxApi,1.0,2016,,,,VIR,37.2167,-113.25
VIR004,2016-05-05,CxTar,1.0,2016,,,,VIR,37.2167,-113.25
WAS008,2016-05-05,CxTar,52.0,2016,False,False,,WAS,37.15,-113.47
WAS008,2016-05-05,CxTar,1.0,2016,,,,WAS,37.15,-113.47
WAS008,2016-05-05,AnFre,2.0,2016,,,,WAS,37.15,-113.47
WAS008,2016-05-05,CxEry,1.0,2016,,,,WAS,37.15,-113.47
HUR007-EX,2016-05-05,CxTar,1.0,2016,,,,HUR,37.1753,-113.2892
IVI002,2016-05-10,CxTar,2.0,2016,,,,IVI,37.1649,-113.6794
SCL001,2016-05-10,CxTar,3.0,2016,,,,SCL,37.137,-113.653
SGE007,2016-05-10,CxTar,1.0,2016,,,,SGE,37.085,-113.565
SGE007,2016-05-10,CxEry,28.0,2016,False,False,,SGE,37.085,-113.565
SGE010,2016-05-10,CxTar,1.0,2016,,,,SGE,37.1041,-113.5841
SGE010,2016-05-10,CxTar,1.0,2016,,,,SGE,37.1041,-113.5841
SGE011,2016-05-10,CxTar,1.0,2016,,,,SGE,37.1041,-113.5841
WAS001,2016-05-10,AeVex,8.0,2016,,,,WAS,37.129,-113.505
SGE001,2016-05-11,CxPip/Qui,1.0,2016,,,,SGE,37.1041,-113.5841
SGE001,2016-05-11,AnFre,2.0,2016,,,,SGE,37.1041,-113.5841
SGE002,2016-05-11,CxTar,20.0,2016,False,False,,SGE,37.0977,-113.5685
SGE003,2016-05-11,CxTar,8.0,2016,False,False,,SGE,37.1177,-113.5582
SGE009,2016-05-11,CxTar,18.0,2016,False,False,,SGE,37.09,-113.62
SGE009,2016-05-11,OcDor,23.0,2016,,,,SGE,37.09,-113.62
SGE009,2016-05-11,AeVex,1.0,2016,,,,SGE,37.09,-113.62
HUR002,2016-05-11,OcNig,7.0,2016,,,,HUR,37.1753,-113.2892
HUR007,2016-05-11,CxTar,1.0,2016,,,,HUR,37.172,-113.31
WAS002,2016-05-11,CxTar,1.0,2016,,,,WAS,37.135,-113.515
HAR001,2016-05-12,CxTar,1.0,2016,,,,HAR,37.1753,-113.2892
HAR001,2016-05-12,AeVex,1.0,2016,,,,HAR,37.1753,-113.2892
HAR001,2016-05-12,CuIno,1.0,2016,,,,HAR,37.1753,-113.2892
LAV001,2016-05-12,OcVar,5.0,2016,,,,LAV,37.197,-113.274
ROC002,2016-05-12,CxTar,1.0,2016,,,,ROC,37.168,-113.35
TOQ001,2016-05-12,CxTar,1.0,2016,,,,TOQ,37.2437,-113.3014
TOQ002,2016-05-12,CxTar,1.0,2016,,,,TOQ,37.243,-113.297
VIR001,2016-05-12,CxTar,2.0,2016,,,,VIR,37.2167,-113.25
VIR001,2016-05-12,CxEry,2.0,2016,,,,VIR,37.2167,-113.25
WAS008,2016-05-12,CxTar,48.0,2016,False,False,,WAS,37.15,-113.47
WAS008,2016-05-12,AnFre,1.0,2016,,,,WAS,37.15,-113.47
WAS008,2016-05-12,AnFra,2.0,2016,,,,WAS,37.15,-113.47
IVI002,2016-05-17,CxTar,2.0,2016,,,,IVI,37.1649,-113.6794
SCL001,2016-05-17,CxTar,27.0,2016,False,False,,SCL,37.137,-113.653
SCL004,2016-05-17,CxTar,4.0,2016,,,,SCL,37.149,-113.66
SCL004,2016-05-17,CxEry,2.0,2016,,,,SCL,37.149,-113.66
SGE007,2016-05-17,CxEry,17.0,2016,False,False,,SGE,37.085,-113.565
SGE010,2016-05-17,CxTar,1.0,2016,,,,SGE,37.1041,-113.5841
WAS001,2016-05-17,AeVex,28.0,2016,,,,WAS,37.129,-113.505
SGE001,2016-05-18,CxTar,4.0,2016,,,,SGE,37.1041,-113.5841
SGE001,2016-05-18,AnFre,1.0,2016,,,,SGE,37.1041,-113.5841
SGE002,2016-05-18,CxTar,2.0,2016,,,,SGE,37.0977,-113.5685
SGE002,2016-05-18,CxEry,1.0,2016,,,,SGE,37.0977,-113.5685
SGE003,2016-05-18,CxTar,7.0,2016,False,False,,SGE,37.1177,-113.5582
SGE009,2016-05-18,CxTar,7.0,2016,False,False,,SGE,37.09,-113.62
SGE009,2016-05-18,OcDor,9.0,2016,,,,SGE,37.09,-113.62
SGE009,2016-05-18,AeVex,10.0,2016,,,,SGE,37.09,-113.62
HUR002,2016-05-18,CxTar,1.0,2016,,,,HUR,37.1753,-113.2892
HUR007,2016-05-18,CxTar,1.0,2016,,,,HUR,37.172,-113.31
HUR007,2016-05-18,OcNig,13.0,2016,,,,HUR,37.172,-113.31
LAV001,2016-05-19,AeVex,3.0,2016,,,,LAV,37.197,-113.274
LAV001,2016-05-19,OcVar,7.0,2016,,,,LAV,37.197,-113.274
LEE002,2016-05-19,CxTar,4.0,2016,,,,LEE,37.2394,-113.3603
LEE002,2016-05-19,OcNig,1.0,2016,,,,LEE,37.2394,-113.3603
TOQ001,2016-05-19,AeVex,1.0,2016,,,,TOQ,37.2437,-113.3014
WAS008,2016-05-19,CxTar,22.0,2016,False,False,,WAS,37.15,-113.47
WAS008,2016-05-19,CxEry,1.0,2016,,,,WAS,37.15,-113.47
WAS008,2016-05-19,AeVex,1.0,2016,,,,WAS,37.15,-113.47
SCL001,2016-05-24,CxTar,21.0,2016,False,False,,SCL,37.137,-113.653
SCL001,2016-05-24,CxTar,1.0,2016,,,,SCL,37.137,-113.653
SCL004,2016-05-24,CxTar,4.0,2016,,,,SCL,37.149,-113.66
SCL004,2016-05-24,CxEry,2.0,2016,,,,SCL,37.149,-113.66
SGE007,2016-05-24,CxTar,1.0,2016,,,,SGE,37.085,-113.565
SGE007,2016-05-24,CxEry,35.0,2016,False,False,,SGE,37.085,-113.565
SGE010,2016-05-24,CxTar,1.0,2016,,,,SGE,37.1041,-113.5841
SGE011,2016-05-24,CxTar,2.0,2016,,,,SGE,37.1041,-113.5841
WAS001,2016-05-24,CxTar,1.0,2016,,,,WAS,37.129,-113.505
WAS001,2016-05-24,AeVex,10.0,2016,,,,WAS,37.129,-113.505
SGE001,2016-05-25,CxTar,9.0,2016,False,False,,SGE,37.1041,-113.5841
SGE002,2016-05-25,CxTar,21.0,2016,False,False,,SGE,37.0977,-113.5685
SGE002,2016-05-25,AeVex,1.0,2016,,,,SGE,37.0977,-113.5685
SGE012,2016-05-25,CxTar,1.0,2016,,,,SGE,37.1041,-113.5841
HUR002,2016-05-25,CxTar,1.0,2016,,,,HUR,37.1753,-113.2892
WAS002,2016-05-25,CxTar,1.0,2016,,,,WAS,37.135,-113.515
WAS002,2016-05-25,AeVex,1.0,2016,,,,WAS,37.135,-113.515
TOQ001,2016-05-26,AeVex,1.0,2016,,,,TOQ,37.2437,-113.3014
VIR001,2016-05-26,CxEry,2.0,2016,,,,VIR,37.2167,-113.25
VIR001,2016-05-26,CxTar,1.0,2016,,,,VIR,37.2167,-113.25
VIR004,2016-05-26,CxTar,2.0,2016,,,,VIR,37.2167,-113.25
WAS008,2016-05-26,CxTar,85.0,2016,False,False,,WAS,37.15,-113.47
WAS008,2016-05-26,CxTar,89.0,2016,False,False,,WAS,37.15,-113.47
WAS008,2016-05-26,CxTar,50.0,2016,False,False,,WAS,37.15,-113.47
WAS008,2016-05-26,CxEry,2.0,2016,,,,WAS,37.15,-113.47
WAS008,2016-05-26,AeVex,1.0,2016,,,,WAS,37.15,-113.47
WAS008,2016-05-26,CxThr,1.0,2016,,,,WAS,37.15,-113.47
SGE009-EX,2016-05-26,OcDor,4.0,2016,,,,SGE,37.1041,-113.5841
SGE009-EX,2016-05-26,AeVex,1.0,2016,,,,SGE,37.1041,-113.5841
SGE009-EX,2016-05-26,CxThr,1.0,2016,,,,SGE,37.1041,-113.5841
SGE009-EX,2016-05-26,CxTar,3.0,2016,,,,SGE,37.1041,-113.5841
IVI002,2016-06-01,CxTar,19.0,2016,False,,,IVI,37.1649,-113.6794
IVI002,2016-06-01,CxTar,3.0,2016,,,,IVI,37.1649,-113.6794
SCL001,2016-06-01,CuIno,1.0,2016,,,,SCL,37.137,-113.653
SCL001,2016-06-01,CxEry,1.0,2016,,,,SCL,37.137,-113.653
SCL001,2016-06-01,CxTar,35.0,2016,False,,,SCL,37.137,-113.653
SCL001,2016-06-01,CxTar,11.0,2016,,,,SCL,37.137,-113.653
SCL004,2016-06-01,CxTar,17.0,2016,False,,,SCL,37.149,-113.66
SCL004,2016-06-01,CxEry,1.0,2016,,,,SCL,37.149,-113.66
SCL004,2016-06-01,AnFre,6.0,2016,,,,SCL,37.149,-113.66
SGE007,2016-06-01,CxTar,1.0,2016,,,,SGE,37.085,-113.565
SGE007,2016-06-01,CxEry,2.0,2016,,,,SGE,37.085,-113.565
SGE010,2016-06-01,CxTar,1.0,2016,,,,SGE,37.1041,-113.5841
SGE010,2016-06-01,CxTar,1.0,2016,,,,SGE,37.1041,-113.5841
SGE011,2016-06-01,CxTar,3.0,2016,,,,SGE,37.1041,-113.5841
WAS001,2016-06-01,CxTar,1.0,2016,,,,WAS,37.129,-113.505
WAS001,2016-06-01,AeVex,26.0,2016,,,,WAS,37.129,-113.505
WAS001,2016-06-01,AeVex,2.0,2016,,,,WAS,37.129,-113.505
SGE001,2016-06-02,CxTar,11.0,2016,False,,,SGE,37.1041,-113.5841
SGE001,2016-06-02,CxPip/Qui,1.0,2016,,,,SGE,37.1041,-113.5841
SGE001,2016-06-02,AnFre,8.0,2016,,,,SGE,37.1041,-113.5841
SGE002,2016-06-02,CxTar,96.0,2016,False,,,SGE,37.0977,-113.5685
SGE002,2016-06-02,OcDor,1.0,2016,,,,SGE,37.0977,-113.5685
SGE002,2016-06-02,AnFre,2.0,2016,,,,SGE,37.0977,-113.5685
SGE002,2016-06-02,AeVex,2.0,2016,,,,SGE,37.0977,-113.5685
SGE003,2016-06-02,CxTar,18.0,2016,False,,,SGE,37.1177,-113.5582
SGE003,2016-06-02,CuIno,1.0,2016,,,,SGE,37.1177,-113.5582
SGE003,2016-06-02,AnFre,2.0,2016,,,,SGE,37.1177,-113.5582
SGE003,2016-06-02,CxEry,1.0,2016,,,,SGE,37.1177,-113.5582
SGE008,2016-06-02,CxTar,1.0,2016,,,,SGE,37.1041,-113.5841
SGE008,2016-06-02,AnFra,1.0,2016,,,,SGE,37.1041,-113.5841
SGE009,2016-06-02,OcNig,1.0,2016,,,,SGE,37.09,-113.62
SGE012,2016-06-02,CxTar,1.0,2016,,,,SGE,37.1041,-113.5841
HUR002,2016-06-02,CxTar,1.0,2016,,,,HUR,37.1753,-113.2892
HUR007,2016-06-02,CxTar,1.0,2016,,,,HUR,37.172,-113.31
WAS002,2016-06-02,CxTar,1.0,2016,,,,WAS,37.135,-113.515
HAR001,2016-06-03,CxTar,1.0,2016,,,,HAR,37.1753,-113.2892
LAV001,2016-06-03,AnFre,1.0,2016,,,,LAV,37.197,-113.274
LAV001,2016-06-03,CxTar,2.0,2016,,,,LAV,37.197,-113.274
LAV001,2016-06-03,AeVex,2.0,2016,,,,LAV,37.197,-113.274
LAV001,2016-06-03,OcVar,1.0,2016,,,,LAV,37.197,-113.274
LEE002,2016-06-03,CxTar,1.0,2016,,,,LEE,37.2394,-113.3603
LEE002,2016-06-03,AeVex,1.0,2016,,,,LEE,37.2394,-113.3603
LEE002,2016-06-03,OcVar,2.0,2016,,,,LEE,37.2394,-113.3603
TOQ001,2016-06-03,AeVex,1.0,2016,,,,TOQ,37.2437,-113.3014
TOQ002,2016-06-03,CxTar,3.0,2016,,,,TOQ,37.243,-113.297
TOQ002,2016-06-03,CxThr,1.0,2016,,,,TOQ,37.243,-113.297
VIR001,2016-06-03,CuIno,1.0,2016,,,,VIR,37.2167,-113.25
VIR001,2016-06-03,CxTar,3.0,2016,,,,VIR,37.2167,-113.25
VIR001,2016-06-03,CxEry,1.0,2016,,,,VIR,37.2167,-113.25
VIR001,2016-06-03,CxEry,1.0,2016,,,,VIR,37.2167,-113.25
VIR004,2016-06-03,CxTar,4.0,2016,,,,VIR,37.2167,-113.25
VIR004,2016-06-03,CxTar,2.0,2016,,,,VIR,37.2167,-113.25
WAS008,2016-06-03,CxTar,6.0,2016,False,,,WAS,37.15,-113.47
IVI002,2016-06-07,CxTar,2.0,2016,,,,IVI,37.1649,-113.6794
IVI002,2016-06-07,AnFre,1.0,2016,,,,IVI,37.1649,-113.6794
SCL001,2016-06-07,CxTar,51.0,2016,False,,,SCL,37.137,-113.653
SCL001,2016-06-07,CxTar,3.0,2016,,,,SCL,37.137,-113.653
SCL004,2016-06-07,CxTar,13.0,2016,False,,,SCL,37.149,-113.66
SCL004,2016-06-07,CxEry,1.0,2016,,,,SCL,37.149,-113.66
SCL004,2016-06-07,AnFre,24.0,2016,,,,SCL,37.149,-113.66
SGE007,2016-06-07,CxTar,1.0,2016,,,,SGE,37.085,-113.565
SGE007,2016-06-07,CxEry,87.0,2016,False,,,SGE,37.085,-113.565
SGE007,2016-06-07,CuIno,1.0,2016,,,,SGE,37.085,-113.565
SGE010,2016-06-07,CxTar,2.0,2016,,,,SGE,37.1041,-113.5841
SGE011,2016-06-07,CxTar,2.0,2016,,,,SGE,37.1041,-113.5841
WAS001,2016-06-07,CxTar,3.0,2016,,,,WAS,37.129,-113.505
WAS001,2016-06-07,AeVex,18.0,2016,,,,WAS,37.129,-113.505
WAS001,2016-06-07,AeVex,1.0,2016,,,,WAS,37.129,-113.505
WAS006,2016-06-07,CxPip/Qui,1.0,2016,,,,WAS,37.13,-113.48
SGE001,2016-06-08,CxTar,22.0,2016,False,,,SGE,37.1041,-113.5841
SGE001,2016-06-08,CxTar,2.0,2016,,,,SGE,37.1041,-113.5841
SGE001,2016-06-08,CxPip/Qui,1.0,2016,,,,SGE,37.1041,-113.5841
SGE001,2016-06-08,CxEry,1.0,2016,,,,SGE,37.1041,-113.5841
SGE001,2016-06-08,AnFre,6.0,2016,,,,SGE,37.1041,-113.5841
SGE002,2016-06-08,CxTar,34.0,2016,False,,,SGE,37.0977,-113.5685
SGE002,2016-06-08,CxTar,8.0,2016,,,,SGE,37.0977,-113.5685
SGE002,2016-06-08,AeVex,1.0,2016,,,,SGE,37.0977,-113.5685
SGE002,2016-06-08,AnFre,3.0,2016,,,,SGE,37.0977,-113.5685
SGE002,2016-06-08,CuIno,1.0,2016,,,,SGE,37.0977,-113.5685
SGE003,2016-06-08,CxTar,45.0,2016,False,,,SGE,37.1177,-113.5582
SGE003,2016-06-08,CxEry,3.0,2016,,,,SGE,37.1177,-113.5582
SGE003,2016-06-08,AnFre,10.0,2016,,,,SGE,37.1177,-113.5582
SGE008,2016-06-08,AeVex,1.0,2016,,,,SGE,37.1041,-113.5841
SGE009,2016-06-08,CxTar,5.0,2016,False,,,SGE,37.09,-113.62
HUR002,2016-06-08,CxTar,1.0,2016,,,,HUR,37.1753,-113.2892
HUR007,2016-06-08,CxTar,1.0,2016,,,,HUR,37.172,-113.31
WAS002,2016-06-08,CxTar,2.0,2016,,,,WAS,37.135,-113.515
WAS002,2016-06-08,AeVex,1.0,2016,,,,WAS,37.135,-113.515
LAV001,2016-06-09,CxTar,2.0,2016,,,,LAV,37.197,-113.274
LAV001,2016-06-09,CxTar,2.0,2016,,,,LAV,37.197,-113.274
LAV001,2016-06-09,AeVex,1.0,2016,,,,LAV,37.197,-113.274
LAV001,2016-06-09,AnFre,1.0,2016,,,,LAV,37.197,-113.274
LEE002,2016-06-09,CuIno,1.0,2016,,,,LEE,37.2394,-113.3603
LEE002,2016-06-09,OcVar,1.0,2016,,,,LEE,37.2394,-113.3603
TOQ001,2016-06-09,CuIno,1.0,2016,,,,TOQ,37.2437,-113.3014
TOQ002,2016-06-09,CxTar,1.0,2016,,,,TOQ,37.243,-113.297
VIR001,2016-06-09,CxEry,21.0,2016,False,,,VIR,37.2167,-113.25
VIR001,2016-06-09,CxEry,13.0,2016,,,,VIR,37.2167,-113.25
VIR001,2016-06-09,CxTar,1.0,2016,,,,VIR,37.2167,-113.25
VIR001,2016-06-09,CxTar,5.0,2016,,,,VIR,37.2167,-113.25
VIR001,2016-06-09,CxThr,1.0,2016,,,,VIR,37.2167,-113.25
VIR001,2016-06-09,CxApi,7.0,2016,,,,VIR,37.2167,-113.25
VIR001,2016-06-09,CxApi,2.0,2016,,,,VIR,37.2167,-113.25
WAS008,2016-06-09,CxTar,99.0,2016,False,,,WAS,37.15,-113.47
WAS008,2016-06-09,CxTar,95.0,2016,False,,,WAS,37.15,-113.47
WAS008,2016-06-09,CxTar,4.0,2016,,,,WAS,37.15,-113.47
WAS008,2016-06-09,CxEry,19.0,2016,False,,,WAS,37.15,-113.47
WAS008,2016-06-09,AeVex,1.0,2016,,,,WAS,37.15,-113.47
WAS008,2016-06-09,AnFra,4.0,2016,,,,WAS,37.15,-113.47
WAS008,2016-06-09,AnFra,2.0,2016,,,,WAS,37.15,-113.47
IVI002,2016-06-14,CxTar,5.0,2016,False,,,IVI,37.1649,-113.6794
IVI002,2016-06-14,CxTar,1.0,2016,,,,IVI,37.1649,-113.6794
IVI002,2016-06-14,Anfra,1.0,2016,,,,IVI,37.1649,-113.6794
SCL001,2016-06-14,CxTar,19.0,2016,False,,,SCL,37.137,-113.653
SCL001,2016-06-14,CxTar,2.0,2016,,,,SCL,37.137,-113.653
SCL001,2016-06-14,CxThr,1.0,2016,,,,SCL,37.137,-113.653
SCL001,2016-06-14,CxEry,4.0,2016,,,,SCL,37.137,-113.653
SCL004,2016-06-14,CxEry,13.0,2016,False,,,SCL,37.149,-113.66
SCL004,2016-06-14,AnFra,9.0,2016,,,,SCL,37.149,-113.66
SGE007,2016-06-14,CxEry,76.0,2016,False,,,SGE,37.085,-113.565
SGE007,2016-06-14,CxTar,1.0,2016,,,,SGE,37.085,-113.565
SGE010,2016-06-14,AeVex,1.0,2016,,,,SGE,37.1041,-113.5841
SGE011,2016-06-14,CxTar,2.0,2016,,,,SGE,37.1041,-113.5841
WAS001,2016-06-14,AeVex,63.0,2016,,,,WAS,37.129,-113.505
WAS001,2016-06-14,AeVex,1.0,2016,,,,WAS,37.129,-113.505
WAS006,2016-06-14,AeVex,2.0,2016,,,,WAS,37.13,-113.48
SGE001,2016-06-15,CxTar,5.0,2016,False,,,SGE,37.1041,-113.5841
SGE001,2016-06-15,AnFre,9.0,2016,,,,SGE,37.1041,-113.5841
SGE002,2016-06-15,CxTar,76.0,2016,False,,,SGE,37.0977,-113.5685
SGE002,2016-06-15,CxTar,9.0,2016,,,,SGE,37.0977,-113.5685
SGE002,2016-06-15,CxEry,1.0,2016,,,,SGE,37.0977,-113.5685
SGE002,2016-06-15,Anfre,11.0,2016,,,,SGE,37.0977,-113.5685
SGE002,2016-06-15,AnFra,1.0,2016,,,,SGE,37.0977,-113.5685
SGE002,2016-06-15,AeVex,1.0,2016,,,,SGE,37.0977,-113.5685
SGE003,2016-06-15,CxTar,44.0,2016,False,,,SGE,37.1177,-113.5582
SGE003,2016-06-15,CxTar,1.0,2016,,,,SGE,37.1177,-113.5582
SGE003,2016-06-15,CxEry,1.0,2016,,,,SGE,37.1177,-113.5582
SGE003,2016-06-15,CxEry,1.0,2016,,,,SGE,37.1177,-113.5582
SGE003,2016-06-15,CuIno,1.0,2016,,,,SGE,37.1177,-113.5582
SGE003,2016-06-15,AnFre,14.0,2016,,,,SGE,37.1177,-113.5582
