site,date,species,count,year,wnv,wee,sle,area,lat,lon
TOQ001,2016-10-27,CuIno,1.0,2016,,,,TOQ,37.2437,-113.3014
VIR001,2016-10-27,CxThr,1.0,2016,,,,VIR,37.2167,-113.25
VIR001,2016-10-27,CxEry,3.0,2016,,,,VIR,37.2167,-113.25
VIR001,2016-10-27,CuIno,2.0,2016,,,,VIR,37.2167,-113.25
WAS002-EX,2016-10-27,CxTar,2.0,2016,,,,WAS,37.1301,-113.5085
WAS002-EX,2016-10-27,CuIno,1.0,2016,,,,WAS,37.1301,-113.5085
WAS008,2016-11-02,CxTar,5.0,2016,False,False,,WAS,37.15,-113.47
WAS008,2016-11-02,CxTar,1.0,2016,,,,WAS,37.15,-113.47
WAS008,2016-11-02,CxEry,8.0,2016,False,False,,WAS,37.15,-113.47
WAS008,2016-11-02,CuInc,1.0,2016,,,,WAS,37.15,-113.47
WAS008,2016-11-02,CuIno,17.0,2016,,,,WAS,37.15,-113.47
WAS008,2016-11-02,CuIno,2.0,2016,,,,WAS,37.15,-113.47
WAS008,2016-11-02,AnFra,1.0,2016,,,,WAS,37.15,-113.47
SGE009,2016-11-02,CxTar,1.0,2016,,,,SGE,37.09,-113.62
SGE009,2016-11-02,CxPip/Qui,1.0,2016,,,,SGE,37.09,-113.62
SGE009,2016-11-02,CuIno,3.0,2016,,,,SGE,37.09,-113.62
SGE003,2016-11-02,CxEry,38.0,2016,False,False,,SGE,37.1177,-113.5582
SGE003,2016-11-02,CuIno,1.0,2016,,,,SGE,37.1177,-113.5582
SGE002,2016-11-02,CuIno,3.0,2016,,,,SGE,37.0977,-113.5685
SGE007,2016-11-02,CxEry,25.0,2016,False,False,,SGE,37.085,-113.565
SGE007,2016-11-02,CxEry,1.0,2016,,,,SGE,37.085,-113.565
SCL004,2016-11-02,CxEry,13.0,2016,False,False,,SCL,37.149,-113.66
SCL004,2016-11-02,CuIno,1.0,2016,,,,SCL,37.149,-113.66
SCL001,2016-11-02,CxTar,1.0,2016,,,,SCL,37.137,-113.653
SCL001,2016-11-02,CxEry,1.0,2016,,,,SCL,37.137,-113.653
SCL001,2016-11-02,CuIno,2.0,2016,,,,SCL,37.137,-113.653
WAS008,2016-11-09,CxTar,1.0,2016,,,,WAS,37.15,-113.47
WAS008,2016-11-09,CxTar,2.0,2016,,,,WAS,37.15,-113.47
WAS008,2016-11-09,CxEry,1.0,2016,,,,WAS,37.15,-113.47
WAS008,2016-11-09,CuIno,3.0,2016,,,,WAS,37.15,-113.47
SGE009,2016-11-09,CxTar,2.0,2016,,,,SGE,37.09,-113.62
SGE009,2016-11-09,CxTar,1.0,2016,,,,SGE,37.09,-113.62
SGE009,2016-11-09,CuIno,2.0,2016,,,,SGE,37.09,-113.62
SGE003,2016-11-09,CxEry,12.0,2016,False,False,,SGE,37.1177,-113.5582
SGE002,2016-11-09,CuIno,1.0,2016,,,,SGE,37.0977,-113.5685
SGE007,2016-11-09,CxEry,1.0,2016,,,,SGE,37.085,-113.565
SCL004,2016-11-09,CxEry,7.0,2016,False,False,,SCL,37.149,-113.66
SCL001,2016-11-09,CuIno,1.0,2016,,,,SCL,37.137,-113.653
WAS008,2016-11-16,CxTar,2.0,2016,,,,WAS,37.15,-113.47
WAS008,2016-11-16,CxTar,5.0,2016,,,,WAS,37.15,-113.47
WAS008,2016-11-16,CuIno,3.0,2016,,,,WAS,37.15,-113.47
WAS008,2016-11-16,CuIno,2.0,2016,,,,WAS,37.15,-113.47
SGE003,2016-11-16,CxEry,6.0,2016,,,,SGE,37.1177,-113.5582
SGE003,2016-11-16,CuIno,1.0,2016,,,,SGE,37.1177,-113.5582
SGE002,2016-11-16,CuIno,1.0,2016,,,,SGE,37.0977,-113.5685
SCL004,2016-11-16,CxEry,1.0,2016,,,,SCL,37.149,-113.66
WAS008,2016-11-23,CuIno,1.0,2016,,,,WAS,37.15,-113.47
SGE009,2016-11-23,CuIno,1.0,2016,,,,SGE,37.09,-113.62
SGE007,2016-12-07,CxEry,1.0,2016,,,,SGE,37.085,-113.565
SGE003,2016-12-14,CxEry,1.0,2016,,,,SGE,37.1177,-113.5582
SGE007,2016-12-14,CxEry,1.0,2016,,,,SGE,37.085,-113.565
SCL004,2017-02-01,AnFre,2.0,2017,,,,SCL,37.149,-113.66
WAS008,2017-02-09,CxTar,7.0,2017,False,False,,WAS,37.15,-113.47
SGE003,2017-02-09,CxEry,8.0,2017,False,False,,SGE,37.1177,-113.5582
SCL004,2017-02-09,AnFre,1.0,2017,,,,SCL,37.149,-113.66
SCL001,2017-02-09,CxTar,2.0,2017,,,,SCL,37.137,-113.653
WAS008,2017-03-10,CxTar,2.0,2017,,,,WAS,37.15,-113.47
WAS008,2017-03-10,CuIno,1.0,2017,,,,WAS,37.15,-113.47
SGE009,2017-03-10,CuIno,1.0,2017,,,,SGE,37.09,-113.62
SGE007,2017-03-10,CxEry,1.0,2017,,,,SGE,37.085,-113.565
SCL004,2017-03-10,AnFre,4.0,2017,,,,SCL,37.149,-113.66
WAS008,2017-03-16,CxTar,8.0,2017,False,False,,WAS,37.15,-113.47
WAS008,2017-03-16,CuIno,1.0,2017,,,,WAS,37.15,-113.47
WAS008,2017-03-16,AnFra,1.0,2017,,,,WAS,37.15,-113.47
SGE009,2017-03-16,CxTar,4.0,2017,,,,SGE,37.09,-113.62
SGE009,2017-03-16,CuIno,1.0,2017,,,,SGE,37.09,-113.62
SGE003,2017-03-16,CxEry,1.0,2017,,,,SGE,37.1177,-113.5582
SGE003,2017-03-16,CuIno,1.0,2017,,,,SGE,37.1177,-113.5582
SGE002,2017-03-16,CxTar,2.0,2017,,,,SGE,37.0977,-113.5685
SGE007,2017-03-16,CxEry,2.0,2017,,,,SGE,37.085,-113.565
SCL004,2017-03-16,AnFre,3.0,2017,,,,SCL,37.149,-113.66
SCL001,2017-03-16,CxTar,1.0,2017,,,,SCL,37.137,-113.653
SCL001,2017-03-16,CuIno,1.0,2017,,,,SCL,37.137,-113.653
WAS008,2017-03-22,CxTar,5.0,2017,False,False,,WAS,37.15,-113.47
WAS008,2017-03-22,CxEry,1.0,2017,,,,WAS,37.15,-113.47
WAS008,2017-03-22,CuInc,1.0,2017,,,,WAS,37.15,-113.47
WAS008,2017-03-22,CuIno,9.0,2017,,,,WAS,37.15,-113.47
WAS008,2017-03-22,CuIno,8.0,2017,,,,WAS,37.15,-113.47
SGE009,2017-03-22,CxTar,1.0,2017,,,,SGE,37.09,-113.62
SGE003,2017-03-22,CxTar,2.0,2017,,,,SGE,37.1177,-113.5582
SGE003,2017-03-22,CxEry,1.0,2017,,,,SGE,37.1177,-113.5582
SGE007,2017-03-22,CxEry,1.0,2017,,,,SGE,37.085,-113.565
SCL004,2017-03-22,CxEry,1.0,2017,,,,SCL,37.149,-113.66
SCL001,2017-03-22,CxTar,5.0,2017,False,False,,SCL,37.137,-113.653
WAS008,2017-03-29,CxTar,2.0,2017,,,,WAS,37.15,-113.47
WAS008,2017-03-29,CuIno,3.0,2017,,,,WAS,37.15,-113.47
WAS008,2017-03-29,CuIno,1.0,2017,,,,WAS,37.15,-113.47
SGE003,2017-03-29,CxTar,2.0,2017,,,,SGE,37.1177,-113.5582
SGE003,2017-03-29,CxEry,1.0,2017,,,,SGE,37.1177,-113.5582
SGE003,2017-03-29,CuIno,1.0,2017,,,,SGE,37.1177,-113.5582
SCL004,2017-03-29,CxEry,2.0,2017,,,,SCL,37.149,-113.66
SCL001,2017-03-29,CxTar,1.0,2017,,,,SCL,37.137,-113.653
WAS008,2017-04-05,CxTar,4.0,2017,,,,WAS,37.15,-113.47
WAS008,2017-04-05,CxEry,2.0,2017,,,,WAS,37.15,-113.47
WAS008,2017-04-05,CuIno,1.0,2017,,,,WAS,37.15,-113.47
SGE003,2017-04-05,CxTar,2.0,2017,,,,SGE,37.1177,-113.5582
SGE002,2017-04-05,CxTar,1.0,2017,,,,SGE,37.0977,-113.5685
SCL004,2017-04-05,CxEry,1.0,2017,,,,SCL,37.149,-113.66
SCL004,2017-04-05,AnFre,1.0,2017,,,,SCL,37.149,-113.66
SCL001,2017-04-05,CxTar,1.0,2017,,,,SCL,37.137,-113.653
WAS001,2017-04-07,CxTar,1.0,2017,,,,WAS,37.129,-113.505
WAS001,2017-04-07,AeVex,1.0,2017,,,,WAS,37.129,-113.505
WAS006,2017-04-07,CxTar,2.0,2017,,,,WAS,37.13,-113.48
WAS008,2017-04-12,CxTar,27.0,2017,False,False,,WAS,37.15,-113.47
WAS008,2017-04-12,CxEry,2.0,2017,,,,WAS,37.15,-113.47
WAS008,2017-04-12,CuIno,1.0,2017,,,,WAS,37.15,-113.47
SGE009,2017-04-12,CxTar,8.0,2017,False,False,,SGE,37.09,-113.62
SGE009,2017-04-12,OcDor,2.0,2017,,,,SGE,37.09,-113.62
SCL005,2017-04-12,CxTar,2.0,2017,,,,SCL,37.14,-113.65
SCL005,2017-04-12,CuIno,2.0,2017,,,,SCL,37.14,-113.65
SCL005,2017-04-12,AnFre,1.0,2017,,,,SCL,37.14,-113.65
SGE002,2017-04-12,CxTar,2.0,2017,,,,SGE,37.0977,-113.5685
SCL004,2017-04-12,AnFre,8.0,2017,,,,SCL,37.149,-113.66
SCL004,2017-04-12,CxEry,3.0,2017,,,,SCL,37.149,-113.66
SCL001,2017-04-12,CxTar,1.0,2017,,,,SCL,37.137,-113.653
SCL005,2017-04-13,CxEry,4.0,2017,,,,SCL,37.14,-113.65
SGE001,2017-04-13,CxTar,2.0,2017,,,,SGE,37.1041,-113.5841
SGE010,2017-04-18,CxTar,1.0,2017,,,,SGE,37.1041,-113.5841
SGE010,2017-04-18,CxTar,1.0,2017,,,,SGE,37.1041,-113.5841
SGE014,2017-04-18,CxTar,4.0,2017,,,,SGE,37.092,-113.582
SCL005,2017-04-18,CxTar,2.0,2017,,,,SCL,37.14,-113.65
SCL005,2017-04-18,CxTar,1.0,2017,,,,SCL,37.14,-113.65
SCL004,2017-04-18,CxTar,3.0,2017,,,,SCL,37.149,-113.66
SCL004,2017-04-18,CxEry,8.0,2017,False,False,,SCL,37.149,-113.66
SCL004,2017-04-18,AnFre,3.0,2017,,,,SCL,37.149,-113.66
SCL004,2017-04-18,CuIno,1.0,2017,,,,SCL,37.149,-113.66
SCL001,2017-04-18,CxTar,2.0,2017,,,,SCL,37.137,-113.653
IVI001,2017-04-18,CxTar,1.0,2017,,,,IVI,37.1649,-113.6794
IVI001,2017-04-18,AnFre,1.0,2017,,,,IVI,37.1649,-113.6794
SGE007,2017-04-18,CxEry,1.0,2017,,,,SGE,37.085,-113.565
SGE007,2017-04-18,CuIno,1.0,2017,,,,SGE,37.085,-113.565
SGE013,2017-04-18,CxEry,4.0,2017,,,,SGE,37.135,-113.578
WAS002,2017-04-19,CxTar,4.0,2017,,,,WAS,37.135,-113.515
WAS002,2017-04-19,CxTar,1.0,2017,,,,WAS,37.135,-113.515
WAS002,2017-04-19,CuIno,1.0,2017,,,,WAS,37.135,-113.515
SGE003-2,2017-04-19,CxTar,1.0,2017,,,,SGE,37.116,-113.556
SGE003-2,2017-04-19,CuIno,2.0,2017,,,,SGE,37.116,-113.556
SGE003-2,2017-04-19,CuIno,2.0,2017,,,,SGE,37.116,-113.556
SGE003,2017-04-19,CxTar,15.0,2017,False,False,,SGE,37.1177,-113.5582
SGE003,2017-04-19,CxEry,1.0,2017,,,,SGE,37.1177,-113.5582
SGE009,2017-04-19,CxTar,63.0,2017,False,False,,SGE,37.09,-113.62
SGE009,2017-04-19,CxTar,1.0,2017,,,,SGE,37.09,-113.62
SGE009,2017-04-19,OcDor,1.0,2017,,,,SGE,37.09,-113.62
SGE009-2,2017-04-19,CxTar,4.0,2017,,,,SGE,37.088,-113.622
SGE009-2,2017-04-19,OcDor,2.0,2017,,,,SGE,37.088,-113.622
SGE009-2,2017-04-19,CuIno,1.0,2017,,,,SGE,37.088,-113.622
SGE002,2017-04-19,CxTar,5.0,2017,False,False,,SGE,37.0977,-113.5685
SGE002,2017-04-19,AnFre,1.0,2017,,,,SGE,37.0977,-113.5685
SGE001,2017-04-19,CxEry,1.0,2017,,,,SGE,37.1041,-113.5841
SGE001,2017-04-19,AnFre,1.0,2017,,,,SGE,37.1041,-113.5841
WAS006,2017-04-19,CuIno,2.0,2017,,,,WAS,37.13,-113.48
WAS001,2017-04-19,AeVex,18.0,2017,,,,WAS,37.129,-113.505
WAS001,2017-04-19,CxTar,1.0,2017,,,,WAS,37.129,-113.505
WAS008,2017-04-20,CxTar,54.0,2017,False,False,,WAS,37.15,-113.47
WAS008,2017-04-20,CxEry,4.0,2017,,,,WAS,37.15,-113.47
WAS008,2017-04-20,AnFra,4.0,2017,,,,WAS,37.15,-113.47
WAS008,2017-04-20,AnFre,1.0,2017,,,,WAS,37.15,-113.47
WAS008,2017-04-20,CuIno,1.0,2017,,,,WAS,37.15,-113.47
HAR001,2017-04-20,CxTar,1.0,2017,,,,HAR,37.1753,-113.2892
HAR001,2017-04-20,CxTar,1.0,2017,,,,HAR,37.1753,-113.2892
HAR001,2017-04-20,CuIno,4.0,2017,,,,HAR,37.1753,-113.2892
HUR002,2017-04-20,AeVex,4.0,2017,,,,HUR,37.1753,-113.2892
HUR007,2017-04-20,CxTar,1.0,2017,,,,HUR,37.172,-113.31
HUR007,2017-04-20,AeVex,2.0,2017,,,,HUR,37.172,-113.31
SGE010,2017-04-25,CxTar,12.0,2017,False,False,,SGE,37.1041,-113.5841
SGE014,2017-04-25,CxTar,3.0,2017,,,,SGE,37.092,-113.582
SGE014,2017-04-25,CuIno,1.0,2017,,,,SGE,37.092,-113.582
SGE011,2017-04-25,CxTar,1.0,2017,,,,SGE,37.1041,-113.5841
SCL005,2017-04-25,CxTar,16.0,2017,False,False,,SCL,37.14,-113.65
SCL005,2017-04-25,CxEry,1.0,2017,,,,SCL,37.14,-113.65
SCL004,2017-04-25,CxTar,8.0,2017,False,False,,SCL,37.149,-113.66
SCL004,2017-04-25,CxEry,2.0,2017,,,,SCL,37.149,-113.66
SCL001,2017-04-25,CxTar,4.0,2017,,,,SCL,37.137,-113.653
IVI002,2017-04-25,CxTar,1.0,2017,,,,IVI,37.1649,-113.6794
IVI001,2017-04-25,CxTar,14.0,2017,False,False,,IVI,37.1649,-113.6794
IVI001,2017-04-25,CxEry,3.0,2017,,,,IVI,37.1649,-113.6794
IVI001,2017-04-25,CuIno,1.0,2017,,,,IVI,37.1649,-113.6794
IVI001,2017-04-25,AnFre,1.0,2017,,,,IVI,37.1649,-113.6794
SCL002,2017-04-25,CxTar,8.0,2017,False,False,,SCL,37.134,-113.6541
SCL002,2017-04-25,CxTar,1.0,2017,,,,SCL,37.134,-113.6541
SCL002,2017-04-25,CxThr,1.0,2017,,,,SCL,37.134,-113.6541
SCL002,2017-04-25,CxEry,1.0,2017,,,,SCL,37.134,-113.6541
SCL002,2017-04-25,CuIno,1.0,2017,,,,SCL,37.134,-113.6541
WAS002,2017-04-26,CxTar,2.0,2017,,,,WAS,37.135,-113.515
SGE003,2017-04-26,CxEry,12.0,2017,False,False,,SGE,37.1177,-113.5582
SGE009,2017-04-26,CxTar,58.0,2017,False,False,,SGE,37.09,-113.62
SGE009,2017-04-26,AeVex,1.0,2017,,,,SGE,37.09,-113.62
SGE008-2,2017-04-26,CxTar,2.0,2017,,,,SGE,37.143,-113.525
SGE001,2017-04-26,CxTar,1.0,2017,,,,SGE,37.1041,-113.5841
SGE001,2017-04-26,CxEry,1.0,2017,,,,SGE,37.1041,-113.5841
WAS001,2017-04-26,CxTar,4.0,2017,,,,WAS,37.129,-113.505
WAS001,2017-04-26,AeVex,1.0,2017,,,,WAS,37.129,-113.505
WAS001,2017-04-26,CuIno,1.0,2017,,,,WAS,37.129,-113.505
WAS008,2017-04-27,CxTar,56.0,2017,False,False,,WAS,37.15,-113.47
WAS008,2017-04-27,CxTar,4.0,2017,,,,WAS,37.15,-113.47
WAS008,2017-04-27,CxEry,8.0,2017,False,False,,WAS,37.15,-113.47
WAS008,2017-04-27,AnFra,4.0,2017,,,,WAS,37.15,-113.47
WAS008,2017-04-27,AnFre,1.0,2017,,,,WAS,37.15,-113.47
WAS008,2017-04-27,CuIno,1.0,2017,,,,WAS,37.15,-113.47
WAS008,2017-04-27,CuIno,2.0,2017,,,,WAS,37.15,-113.47
HAR001,2017-04-27,CxTar,1.0,2017,,,,HAR,37.1753,-113.2892
HAR001,2017-04-27,CuIno,8.0,2017,,,,HAR,37.1753,-113.2892
LEE002,2017-04-27,CxTar,1.0,2017,,,,LEE,37.2394,-113.3603
LEE002,2017-04-27,CuIno,1.0,2017,,,,LEE,37.2394,-113.3603
TOQ001,2017-04-27,CxTar,2.0,2017,,,,TOQ,37.2437,-113.3014
TOQ001,2017-04-27,CuIno,1.0,2017,,,,TOQ,37.2437,-113.3014
LAV001,2017-04-27,AnFre,2.0,2017,,,,LAV,37.197,-113.274
LAV001,2017-04-27,CuIno,1.0,2017,,,,LAV,37.197,-113.274
LAV001,2017-04-27,CuInc,1.0,2017,,,,LAV,37.197,-113.274
HUR008,2017-04-27,CxTar,1.0,2017,,,,HUR,37.175,-113.3
HUR007,2017-04-27,CxTar,1.0,2017,,,,HUR,37.172,-113.31
HUR007,2017-04-27,CuIno,1.0,2017,,,,HUR,37.172,-113.31
HUR009,2017-04-27,CxTar,2.0,2017,,,,HUR,37.16,-113.295
HUR009,2017-04-27,CuIno,4.0,2017,,,,HUR,37.16,-113.295
HUR010,2017-04-27,CxTar,1.0,2017,,,,HUR,37.1753,-113.2892
HUR010,2017-04-27,CxTar,1.0,2017,,,,HUR,37.1753,-113.2892
HUR010,2017-04-27,CuIno,8.0,2017,,,,HUR,37.1753,-113.2892
VIR001,2017-04-27,CxTar,1.0,2017,,,,VIR,37.2167,-113.25
VIR001,2017-04-27,CxEry,19.0,2017,False,False,,VIR,37.2167,-113.25
VIR004,2017-04-27,CxTar,1.0,2017,,,,VIR,37.2167,-113.25
VIR004,2017-04-27,CxThr,1.0,2017,,,,VIR,37.2167,-113.25
SGE010,2017-05-02,CxTar,3.0,2017,,,,SGE,37.1041,-113.5841
SGE014,2017-05-02,CxTar,4.0,2017,,,,SGE,37.092,-113.582
SGE014,2017-05-02,AnFre,2.0,2017,,,,SGE,37.092,-113.582
SGE011,2017-05-02,CxTar,1.0,2017,,,,SGE,37.1041,-113.5841
SGE011,2017-05-02,CxEry,1.0,2017,,,,SGE,37.1041,-113.5841
SGE011,2017-05-02,AnFre,1.0,2017,,,,SGE,37.1041,-113.5841
SCL004,2017-05-02,CxTar,10.0,2017,False,False,,SCL,37.149,-113.66
SCL004,2017-05-02,CxEry,17.0,2017,False,False,,SCL,37.149,-113.66
SCL004,2017-05-02,AnFre,7.0,2017,,,,SCL,37.149,-113.66
SCL004,2017-05-02,CuIno,1.0,2017,,,,SCL,37.149,-113.66
SCL004,2017-05-02,CuIno,1.0,2017,,,,SCL,37.149,-113.66
SCL001,2017-05-02,CxTar,9.0,2017,False,False,,SCL,37.137,-113.653
SCL001,2017-05-02,AnFre,1.0,2017,,,,SCL,37.137,-113.653
IVI002,2017-05-02,CxTar,1.0,2017,,,,IVI,37.1649,-113.6794
IVI001,2017-05-02,CxTar,8.0,2017,False,False,,IVI,37.1649,-113.6794
IVI001,2017-05-02,AnFre,1.0,2017,,,,IVI,37.1649,-113.6794
SCL002,2017-05-02,CxTar,6.0,2017,False,False,,SCL,37.134,-113.6541
SGE007,2017-05-02,CxThr,1.0,2017,,,,SGE,37.085,-113.565
SGE013,2017-05-02,CxTar,1.0,2017,,,,SGE,37.135,-113.578
SGE013,2017-05-02,CxEry,29.0,2017,False,False,,SGE,37.135,-113.578
WAS002,2017-05-03,CxTar,5.0,2017,False,False,,WAS,37.135,-113.515
WAS002,2017-05-03,CxTar,1.0,2017,,,,WAS,37.135,-113.515
WAS002,2017-05-03,CuIno,1.0,2017,,,,WAS,37.135,-113.515
SGE003,2017-05-03,CxTar,14.0,2017,False,False,,SGE,37.1177,-113.5582
SGE003,2017-05-03,CxTar,2.0,2017,,,,SGE,37.1177,-113.5582
SGE003,2017-05-03,CxEry,100.0,2017,False,False,,SGE,37.1177,-113.5582
SGE003,2017-05-03,CxEry,100.0,2017,False,False,,SGE,37.1177,-113.5582
SGE003,2017-05-03,CxEry,100.0,2017,False,False,,SGE,37.1177,-113.5582
SGE003,2017-05-03,CxEry,35.0,2017,False,False,,SGE,37.1177,-113.5582
SGE003,2017-05-03,CxEry,5.0,2017,,,,SGE,37.1177,-113.5582
SGE003,2017-05-03,CuIno,8.0,2017,,,,SGE,37.1177,-113.5582
SGE003,2017-05-03,CuIno,2.0,2017,,,,SGE,37.1177,-113.5582
SGE009,2017-05-03,CxTar,14.0,2017,False,False,,SGE,37.09,-113.62
SGE009,2017-05-03,CxTar,2.0,2017,,,,SGE,37.09,-113.62
SGE009-2,2017-05-03,CxTar,8.0,2017,False,False,,SGE,37.088,-113.622
SGE009-2,2017-05-03,OcDor,1.0,2017,,,,SGE,37.088,-113.622
SGE008-2,2017-05-03,CxTar,3.0,2017,,,,SGE,37.143,-113.525
SGE001,2017-05-03,CxTar,2.0,2017,,,,SGE,37.1041,-113.5841
SGE001,2017-05-03,AnFre,1.0,2017,,,,SGE,37.1041,-113.5841
WAS006,2017-05-03,CuIno,1.0,2017,,,,WAS,37.13,-113.48
WAS006,2017-05-03,CuIno,3.0,2017,,,,WAS,37.13,-113.48
WAS001,2017-05-03,CxTar,7.0,2017,False,False,,WAS,37.129,-113.505
WAS001,2017-05-03,CxTar,1.0,2017,,,,WAS,37.129,-113.505
WAS001,2017-05-03,AeVex,7.0,2017,,,,WAS,37.129,-113.505
WAS001,2017-05-03,CuIno,2.0,2017,,,,WAS,37.129,-113.505
WAS008,2017-05-04,CxTar,100.0,2017,False,False,,WAS,37.15,-113.47
WAS008,2017-05-04,CxTar,72.0,2017,False,False,,WAS,37.15,-113.47
WAS008,2017-05-04,CxTar,10.0,2017,,,,WAS,37.15,-113.47
WAS008,2017-05-04,AnFre,1.0,2017,,,,WAS,37.15,-113.47
WAS008,2017-05-04,CuIno,1.0,2017,,,,WAS,37.15,-113.47
WAS008,2017-05-04,CxEry,18.0,2017,False,False,,WAS,37.15,-113.47
WAS008,2017-05-04,CxEry,1.0,2017,,,,WAS,37.15,-113.47
HAR001,2017-05-04,CxTar,1.0,2017,,,,HAR,37.1753,-113.2892
HAR001,2017-05-04,CxEry,1.0,2017,,,,HAR,37.1753,-113.2892
HAR001,2017-05-04,CuIno,3.0,2017,,,,HAR,37.1753,-113.2892
LEE002,2017-05-04,CxTar,2.0,2017,,,,LEE,37.2394,-113.3603
LEE002,2017-05-04,CxTar,1.0,2017,,,,LEE,37.2394,-113.3603
LEE002,2017-05-04,OcVar,1.0,2017,,,,LEE,37.2394,-113.3603
TOQ002,2017-05-04,CxTar,7.0,2017,False,False,,TOQ,37.243,-113.297
TOQ001,2017-05-04,CuIno,1.0,2017,,,,TOQ,37.2437,-113.3014
LAV001,2017-05-04,CxTar,1.0,2017,,,,LAV,37.197,-113.274
LAV001,2017-05-04,CuIno,1.0,2017,,,,LAV,37.197,-113.274
LAV001,2017-05-04,AnFre,2.0,2017,,,,LAV,37.197,-113.274
LAV001,2017-05-04,OcVar,1.0,2017,,,,LAV,37.197,-113.274
HUR002,2017-05-04,CxTar,3.0,2017,,,,HUR,37.1753,-113.2892
HUR007,2017-05-04,CxTar,1.0,2017,,,,HUR,37.172,-113.31
HUR007,2017-05-04,OcNig,1.0,2017,,,,HUR,37.172,-113.31
HUR010,2017-05-04,CxTar,10.0,2017,False,False,,HUR,37.1753,-113.2892
HUR010,2017-05-04,CuIno,2.0,2017,,,,HUR,37.1753,-113.2892
HUR010,2017-05-04,CuIno,3.0,2017,,,,HUR,37.1753,-113.2892
HUR010,2017-05-04,AnFra,1.0,2017,,,,HUR,37.1753,-113.2892
VIR001,2017-05-04,CxTar,9.0,2017,False,False,,VIR,37.2167,-113.25
VIR001,2017-05-04,CxEry,11.0,2017,False,False,,VIR,37.2167,-113.25
VIR001,2017-05-04,AnFre,1.0,2017,,,,VIR,37.2167,-113.25
VIR001,2017-05-04,AnFre,1.0,2017,,,,VIR,37.2167,-113.25
VIR001,2017-05-04,CuIno,2.0,2017,,,,VIR,37.2167,-113.25
VIR004,2017-05-04,CxTar,5.0,2017,False,False,,VIR,37.2167,-113.25
VIR004,2017-05-04,CuInc,1.0,2017,,,,VIR,37.2167,-113.25
SGE010,2017-05-09,CxTar,2.0,2017,,,,SGE,37.1041,-113.5841
SGE014,2017-05-09,CxEry,1.0,2017,,,,SGE,37.092,-113.582
SGE014,2017-05-09,CxTar,1.0,2017,,,,SGE,37.092,-113.582
SCL005,2017-05-09,CxTar,1.0,2017,,,,SCL,37.14,-113.65
SCL004,2017-05-09,CxTar,1.0,2017,,,,SCL,37.149,-113.66
SCL004,2017-05-09,CxEry,30.0,2017,False,False,,SCL,37.149,-113.66
SCL004,2017-05-09,AnFre,12.0,2017,,,,SCL,37.149,-113.66
SCL001,2017-05-09,CxTar,8.0,2017,False,False,,SCL,37.137,-113.653
IVI001,2017-05-09,CxTar,1.0,2017,,,,IVI,37.1649,-113.6794
IVI001,2017-05-09,CxThr,1.0,2017,,,,IVI,37.1649,-113.6794
IVI001,2017-05-09,CxEry,2.0,2017,,,,IVI,37.1649,-113.6794
IVI001,2017-05-09,AnFre,1.0,2017,,,,IVI,37.1649,-113.6794
SCL002,2017-05-09,CxTar,2.0,2017,,,,SCL,37.134,-113.6541
SCL002,2017-05-09,CxEry,1.0,2017,,,,SCL,37.134,-113.6541
SGE007,2017-05-09,CxEry,19.0,2017,False,False,,SGE,37.085,-113.565
SGE013,2017-05-09,CxTar,1.0,2017,,,,SGE,37.135,-113.578
SGE013,2017-05-09,CxEry,13.0,2017,False,False,,SGE,37.135,-113.578
SGE003,2017-05-10,CxEry,35.0,2017,False,False,,SGE,37.1177,-113.5582
SGE009-2,2017-05-10,CxTar,1.0,2017,,,,SGE,37.088,-113.622
SGE009-2,2017-05-10,OcDor,1.0,2017,,,,SGE,37.088,-113.622
SGE002,2017-05-10,AeVex,1.0,2017,,,,SGE,37.0977,-113.5685
SGE001,2017-05-10,CxEry,2.0,2017,,,,SGE,37.1041,-113.5841
WAS008,2017-05-11,CxTar,10.0,2017,False,False,,WAS,37.15,-113.47
WAS008,2017-05-11,CxTar,2.0,2017,,,,WAS,37.15,-113.47
WAS008,2017-05-11,CxEry,10.0,2017,False,False,,WAS,37.15,-113.47
WAS008,2017-05-11,AnFra,2.0,2017,,,,WAS,37.15,-113.47
HAR001,2017-05-11,CuIno,1.0,2017,,,,HAR,37.1753,-113.2892
LEE002,2017-05-11,CxEry,1.0,2017,,,,LEE,37.2394,-113.3603
LEE002,2017-05-11,OcVar,1.0,2017,,,,LEE,37.2394,-113.3603
LAV001,2017-05-11,OcVar,1.0,2017,,,,LAV,37.197,-113.274
HUR010,2017-05-11,CxTar,3.0,2017,,,,HUR,37.1753,-113.2892
HUR010,2017-05-11,CxEry,2.0,2017,,,,HUR,37.1753,-113.2892
HUR010,2017-05-11,CuIno,1.0,2017,,,,HUR,37.1753,-113.2892
SGE010,2017-05-16,CxTar,3.0,2017,,,,SGE,37.1041,-113.5841
SGE014,2017-05-16,CxTar,2.0,2017,,,,SGE,37.092,-113.582
SGE014,2017-05-16,CxThr,1.0,2017,,,,SGE,37.092,-113.582
SGE014,2017-05-16,AnFre,1.0,2017,,,,SGE,37.092,-113.582
SGE014,2017-05-16,AnFre,2.0,2017,,,,SGE,37.092,-113.582
SGE011,2017-05-16,CxTar,1.0,2017,,,,SGE,37.1041,-113.5841
SCL004,2017-05-16,CxTar,3.0,2017,,,,SCL,37.149,-113.66
