Site,Week_Start,Mosq_Count,DailyAverageDryBulbTemperature,DailyAverageWindSpeed,DailyPrecipitation,DailyAverageRelativeHumidity,Risk_Level
SGE014,2023-10-23,4.0,59.857142857142854,7.0,0.0,34.91666666666667,1
SGE017,2023-10-23,22.0,59.857142857142854,7.0,0.0,34.91666666666667,3
SGE018,2023-10-23,4.0,59.857142857142854,7.0,0.0,34.91666666666667,1
SPR002,2023-10-23,3.0,59.857142857142854,7.0,0.0,34.91666666666667,1
VIR008,2023-10-23,3.0,59.857142857142854,7.0,0.0,34.91666666666667,1
WAS001,2023-10-23,13.0,59.857142857142854,7.0,0.0,34.91666666666667,3
WAS002,2023-10-23,18.0,59.857142857142854,7.0,0.0,34.91666666666667,3
WAS008,2023-10-23,19.0,59.857142857142854,7.0,0.0,34.91666666666667,3
WAS009,2023-10-23,2.0,59.857142857142854,7.0,0.0,34.91666666666667,1
SCL004,2023-10-30,0.0,53.714285714285715,2.642857142857143,0.0,20.436904761904763,1
SGE003,2023-10-30,0.0,53.714285714285715,2.642857142857143,0.0,20.436904761904763,1
SGE007,2023-10-30,2.0,53.714285714285715,2.642857142857143,0.0,20.436904761904763,1
SGE009-2,2023-10-30,0.0,53.714285714285715,2.642857142857143,0.0,20.436904761904763,1
SGE013,2023-10-30,2.0,53.714285714285715,2.642857142857143,0.0,20.436904761904763,1
SGE014,2023-10-30,0.0,53.714285714285715,2.642857142857143,0.0,20.436904761904763,1
SGE017,2023-10-30,2.0,53.714285714285715,2.642857142857143,0.0,20.436904761904763,1
SGE018,2023-10-30,0.0,53.714285714285715,2.642857142857143,0.0,20.436904761904763,1
WAS002,2023-10-30,3.0,53.714285714285715,2.642857142857143,0.0,20.436904761904763,1
WAS008,2023-10-30,0.0,53.714285714285715,2.642857142857143,0.0,20.436904761904763,1
SCL001,2023-11-06,0.0,52.714285714285715,5.2,0.0014285714285714,30.332142857142856,1
SCL004,2023-11-06,12.0,52.714285714285715,5.2,0.0014285714285714,30.332142857142856,3
SGE003,2023-11-06,5.0,52.714285714285715,5.2,0.0014285714285714,30.332142857142856,1
SGE007,2023-11-06,3.0,52.714285714285715,5.2,0.0014285714285714,30.332142857142856,1
SGE009-2,2023-11-06,4.0,52.714285714285715,5.2,0.0014285714285714,30.332142857142856,1
SGE013,2023-11-06,83.0,52.714285714285715,5.2,0.0014285714285714,30.332142857142856,5
SGE014,2023-11-06,1.0,52.714285714285715,5.2,0.0014285714285714,30.332142857142856,1
SGE017,2023-11-06,45.0,52.714285714285715,5.2,0.0014285714285714,30.332142857142856,5
SGE018,2023-11-06,1.0,52.714285714285715,5.2,0.0014285714285714,30.332142857142856,1
WAS002,2023-11-06,4.0,52.714285714285715,5.2,0.0014285714285714,30.332142857142856,1
WAS008,2023-11-06,5.0,52.714285714285715,5.2,0.0014285714285714,30.332142857142856,1
WAS009,2023-11-06,18.0,52.714285714285715,5.2,0.0014285714285714,30.332142857142856,3
SCL001,2023-11-13,0.0,56.0,3.942857142857143,0.0499999999999999,57.82091836734694,1
SCL004,2023-11-13,0.0,56.0,3.942857142857143,0.0499999999999999,57.82091836734694,1
SGE003,2023-11-13,0.0,56.0,3.942857142857143,0.0499999999999999,57.82091836734694,1
SGE007,2023-11-13,1.0,56.0,3.942857142857143,0.0499999999999999,57.82091836734694,1
SGE009-2,2023-11-13,0.0,56.0,3.942857142857143,0.0499999999999999,57.82091836734694,1
SGE013,2023-11-13,7.0,56.0,3.942857142857143,0.0499999999999999,57.82091836734694,1
SGE014,2023-11-13,2.0,56.0,3.942857142857143,0.0499999999999999,57.82091836734694,1
SGE017,2023-11-13,15.0,56.0,3.942857142857143,0.0499999999999999,57.82091836734694,3
SGE018,2023-11-13,0.0,56.0,3.942857142857143,0.0499999999999999,57.82091836734694,1
WAS002,2023-11-13,1.0,56.0,3.942857142857143,0.0499999999999999,57.82091836734694,1
WAS008,2023-11-13,0.0,56.0,3.942857142857143,0.0499999999999999,57.82091836734694,1
WAS009,2023-11-13,7.0,56.0,3.942857142857143,0.0499999999999999,57.82091836734694,1
SCL001,2023-11-27,0.0,43.714285714285715,3.0142857142857147,0.0028571428571428,47.758589743589745,1
SCL004,2023-11-27,0.0,43.714285714285715,3.0142857142857147,0.0028571428571428,47.758589743589745,1
SGE003,2023-11-27,0.0,43.714285714285715,3.0142857142857147,0.0028571428571428,47.758589743589745,1
SGE007,2023-11-27,0.0,43.714285714285715,3.0142857142857147,0.0028571428571428,47.758589743589745,1
SGE009-2,2023-11-27,0.0,43.714285714285715,3.0142857142857147,0.0028571428571428,47.758589743589745,1
SGE013,2023-11-27,0.0,43.714285714285715,3.0142857142857147,0.0028571428571428,47.758589743589745,1
SGE014,2023-11-27,0.0,43.714285714285715,3.0142857142857147,0.0028571428571428,47.758589743589745,1
SGE017,2023-11-27,0.0,43.714285714285715,3.0142857142857147,0.0028571428571428,47.758589743589745,1
SGE018,2023-11-27,0.0,43.714285714285715,3.0142857142857147,0.0028571428571428,47.758589743589745,1
WAS002,2023-11-27,0.0,43.714285714285715,3.0142857142857147,0.0028571428571428,47.758589743589745,1
WAS008,2023-11-27,0.0,43.714285714285715,3.0142857142857147,0.0028571428571428,47.758589743589745,1
WAS009,2023-11-27,0.0,43.714285714285715,3.0142857142857147,0.0028571428571428,47.758589743589745,1
SCL004,2023-12-04,0.0,45.166666666666664,4.5,0.0,41.86904761904763,1
SGE003,2023-12-04,0.0,45.166666666666664,4.5,0.0,41.86904761904763,1
SGE007,2023-12-04,0.0,45.166666666666664,4.5,0.0,41.86904761904763,1
